year,category,recipient,location,grant_description,award_amt
2007,CONSERVATION AND THE ENVIRONMENT,Legal Personality of the National Botanic Garden,"Meise, Belgium",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"209,000"
2007,CONSERVATION AND THE ENVIRONMENT,Legal Personality of the National Botanic Garden,"Meise, Belgium",To continue support of the development of a coordinated digital database of images and information on African plants,"178,000"
2007,CONSERVATION AND THE ENVIRONMENT,Lunds Universitet,"Lund, Sweden",To support the development of a coordinated digital database of images and information on Latin American plants,"80,000"
2007,CONSERVATION AND THE ENVIRONMENT,The M.G. Kholodny Institute of Botany of the,"Kiev, Ukraine",To support the development of a coordinated digital database of images and information on African plants,"32,000"
2007,CONSERVATION AND THE ENVIRONMENT,Missouri Botanical Garden,"St. Louis, Missouri",To continue support of the development of a coordinated digital database of images and information on the plants of Latin America and other areas,"220,000"
2007,CONSERVATION AND THE ENVIRONMENT,Missouri Botanical Garden,"St. Louis, Missouri",To support the development of a coordinated digital database of images and information on African plants,"117,000"
2007,CONSERVATION AND THE ENVIRONMENT,Museu Bôtanico Municipal,"Curitiba, Brazil",To support the development of a coordinated digital database of images and information on the plants of Latin America and other areas,"37,000"
2007,CONSERVATION AND THE ENVIRONMENT,Museu Nacional Universidade Federal do Rio de,"Rio de Janeiro, Brazil",To support the development of a coordinated digital database of images and information on Latin American plants,"40,000"
2007,CONSERVATION AND THE ENVIRONMENT,Muséum national d'Histoire naturelle,"Paris, France",To support the development of a coordinated digital database of images and information on Latin American plants,"380,000"
2007,CONSERVATION AND THE ENVIRONMENT,Natural History Museum of Denmark,"Copenhagen, Denmark",To support the development of a coordinated digital database of images and information on African plants,"103,000"
2007,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"143,000"
2007,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support of the development of a coordinated digital database of images and information on the plants of Latin America and other areas,"90,000"
2007,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"85,000"
2007,CONSERVATION AND THE ENVIRONMENT,Naturhistorisches Museum Wien,"Vienna, Austria",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"255,000"
2007,CONSERVATION AND THE ENVIRONMENT,Naturhistorisches Museum Wien,"Vienna, Austria",To support the development of a coordinated digital database of images and information on African plants,"130,000"
2007,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"366,000"
2007,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York",To continue support of the development of a coordinated digital database of images and information on the plants of Latin America and other areas,"220,000"
2007,CONSERVATION AND THE ENVIRONMENT,Ohio State University,"Columbus, Ohio",To support an ecological research and training program led by a junior faculty scientist,"75,000"
2007,CONSERVATION AND THE ENVIRONMENT,Oregon State University,"Corvallis, Oregon",To support a program of ecosystems research and training collaborations,"200,000"
2007,CONSERVATION AND THE ENVIRONMENT,"Organization for Tropical Studies, Inc.","Durham, North Carolina",To endow a program of education and scholarship,"1,500,000"
2007,CONSERVATION AND THE ENVIRONMENT,Pontificia Universidad Católica de Chile,"Santiago, Chile",To support a program of ecosystems research and training collaboration,"200,000"
2007,CONSERVATION AND THE ENVIRONMENT,The Royal Botanic Garden Edinburgh,"Edinburgh, United Kingdom",To support the development of a coordinated digital database of images and information on Latin American plants,"87,000"
2007,CONSERVATION AND THE ENVIRONMENT,The Royal Botanic Garden Edinburgh,"Edinburgh, United Kingdom",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"26,000"
2007,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To support the development of a coordinated digital database of images and information on Latin American plants,"660,000"
2007,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To continue support of the development of a coordinated digital database of images and information on the plants of Latin America and other areas,"148,000"
2007,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To support the acquisition and preservation of two volumes of letters to and from Sir Joseph Dalton Hooker,"50,000"
2007,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"260,000"
2007,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC",To endow the Smithsonian Tropical Research Institute to support a visiting fellows program for Latin American scholars,"250,000"
2007,CONSERVATION AND THE ENVIRONMENT,South African National Parks,"Pretoria, South Africa",To support a program of ecological research and training,"327,000"
2007,CONSERVATION AND THE ENVIRONMENT,Spanish Council for Scientific Research,"Madrid, Spain",To support the development of a coordinated digital database of images and information on Latin American plants,"60,000"
2007,CONSERVATION AND THE ENVIRONMENT,Stanford University,"Stanford, California",To support ecosystems research and training collaborations,"300,000"
2007,CONSERVATION AND THE ENVIRONMENT,Swedish Museum of Natural History,"Stockholm, Sweden",To support the development of a coordinated digital database of images and information on African plants,"65,000"
2007,CONSERVATION AND THE ENVIRONMENT,Universidad Nacional de Córdoba,"Córdoba, Argentina",To support the development of a coordinated digital database of images and information on the plants of Latin America and other areas,"40,000"
2007,CONSERVATION AND THE ENVIRONMENT,Université Mohammed V Agdal,"Rabat-Chellah, Morocco",To support the development of a coordinated digital database of images and information on African plants,"40,000"
2007,CONSERVATION AND THE ENVIRONMENT,Université Montpellier II,"Montpellier, France",To support the development of a coordinated digital database of images and information on African plants,"72,500"
2007,CONSERVATION AND THE ENVIRONMENT,Université Montpellier II,"Montpellier, France",To continue support of the development of a coordinated digital database of images and information on African plants,"69,000"
2007,CONSERVATION AND THE ENVIRONMENT,Université Montpellier II,"Montpellier, France",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"40,000"
2007,CONSERVATION AND THE ENVIRONMENT,University of California at Berkeley,"Berkeley, California",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"65,000"
2007,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,"Santa Barbara, California",To support a program of ecological research and training,"400,000"
2007,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,"Santa Barbara, California",To support a program of ecological research and training,"273,000"
2007,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,"Santa Barbara, California",To support a program of ecosystems research and training collaborations,"200,000"
2007,CONSERVATION AND THE ENVIRONMENT,University of Cape Town,"Cape Town, South Africa",To support a program of ecological research and training,"245,000"
2007,CONSERVATION AND THE ENVIRONMENT,"Wageningen University, Department of Plant Sciences","Wageningen, Netherlands",To continue support of the development of a coordinated digital database of images and information on Latin American plants,"317,000"
2007,CONSERVATION AND THE ENVIRONMENT,Yale University,"New Haven, Connecticut",To support a program of ecological research and training,"216,000"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,The Art Institute of Chicago,"Chicago, Illinois",To endow the program of postdoctoral Andrew W. Mellon Curatorial Fellowships,"1,750,000"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,The Art Institute of Chicago,"Chicago, Illinois",To continue support for a program to introduce Chinese museum professionals to American museum practices,"441,300"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,The Art Institute of Chicago,"Chicago, Illinois",To continue support for a program of postdoctoral Andrew W. Mellon Curatorial Fellowships,"355,000"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,The Art Institute of Chicago,"Chicago, Illinois",To continue support for a program to introduce Chinese museum professionals to American museum practices,"34,280"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,Barnes Foundation,"Merion, Pennsylvania","To continue support for a program of collection assessment, research, and preservation of the permanent collection","625,000"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,Brooklyn Institute of Arts and Sciences,"Brooklyn, New York",To endow two postgraduate fellowships in conservation,"1,500,000"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To continue support for the Art Conservation Research Center,"3,870,000"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To continue support for the Art Conservation Research Center,"30,000"
2007,MUSEUMS AND ART CONSERVATION                                                                 ,Courtauld Institute of Art,"London, United Kingdom",To support a pilot project for conservation documentation in digital form,"300,000"
2007,MUSEUMS AND ART CONSERVATION,Frick Collection,"New York, New York",To endow a curatorship of decorative arts,"750,000"
2007,MUSEUMS AND ART CONSERVATION,George Eastman House,"Rochester, New York",To endow a new Department of Conservation,"3,000,000"
2007,MUSEUMS AND ART CONSERVATION,Harvard University,"Cambridge, Massachusetts",To support a technical study of the materials and techniques of Mark Rothko,"50,000"
2007,MUSEUMS AND ART CONSERVATION,Metropolitan Museum of Art,"New York, New York",To continue support for a program to introduce Chinese museum professionals to American museum practices,"36,000"
2007,MUSEUMS AND ART CONSERVATION,Metropolitan Museum of Art,"New York, New York",To continue support for a program to introduce Chinese museum professionals to American museum practices,"7,750"
2007,MUSEUMS AND ART CONSERVATION,"Museum of Fine Arts, Boston","Boston, Massachusetts",To support a pilot project for conservation documentation in digital form,"250,000"
2007,MUSEUMS AND ART CONSERVATION,National Gallery of Art,"Washington, DC",To endow the program of postdoctoral Andrew W. Mellon Curatorial Fellowships,"1,750,000"
2007,MUSEUMS AND ART CONSERVATION,National Gallery of Art,"Washington, DC",To continue support for a program of postdoctoral Andrew W. Mellon Curatorial Fellowships,"545,000"
2007,MUSEUMS AND ART CONSERVATION,National Gallery of Art,"Washington, DC",To support a pilot project for conservation documentation in digital form,"50,000"
2007,MUSEUMS AND ART CONSERVATION,Philadelphia Museum of Art,"Philadelphia, Pennsylvania",To endow the program of postdoctoral Andrew W. Mellon Curatorial Fellowships,"1,750,000"
2007,MUSEUMS AND ART CONSERVATION,Philadelphia Museum of Art,"Philadelphia, Pennsylvania",To endow one or more midlevel curatorial positions,"1,000,000"
2007,MUSEUMS AND ART CONSERVATION,Philadelphia Museum of Art,"Philadelphia, Pennsylvania",To continue support for a program of postdoctoral Andrew W. Mellon Curatorial Fellowships,"340,000"
2007,MUSEUMS AND ART CONSERVATION,Stichting tot Exploitatie van het Rijksbureau voor,"Den Haag, Netherlands",To support a pilot project for conservation documentation in digital form,"135,000"
2007,MUSEUMS AND ART CONSERVATION,Smithsonian Institution,"Washington, DC",To endow the Museum Conservation Institute's directorship,"1,750,000"
2007,MUSEUMS AND ART CONSERVATION,Smithsonian Institution,"Washington, DC",To endow the Advanced Training Program in Ethnographic and Archeological Conservation at the National Museum of the American Indian,"1,500,000"
2007,MUSEUMS AND ART CONSERVATION,Smithsonian Institution,"Washington, DC",To continue support for a program to introduce Chinese museum professionals to American museum practices,"22,200"
2007,MUSEUMS AND ART CONSERVATION,Smithsonian Institution,"Washington, DC",To continue support for a program to introduce Chinese museum professionals to American museum practices,"5,685"
2007,MUSEUMS AND ART CONSERVATION,"Southeastern Library Network, Inc.","Atlanta, Georgia",To support the preservation of significant collections held by historically black colleges and universities,"953,900"
2007,MUSEUMS AND ART CONSERVATION,St. Louis Art Museum Foundation,"St. Louis, Missouri",To endow two new midlevel curatorial positions,"1,750,000"
2007,MUSEUMS AND ART CONSERVATION,The Tate Gallery,"London, United Kingdom",To continue support for a multidisciplinary research program on material changes in 20th-century sculpture,"38,600"
2007,MUSEUMS AND ART CONSERVATION,University of Delaware,"Newark, Delaware",To support the preservation of significant collections held by historically black colleges and universities,"281,100"
2007,MUSEUMS AND ART CONSERVATION,Worcester Art Museum,"Worcester, Massachusetts",To continue support for a conservator-scientist position,"225,000"
2007,PERFORMING ARTS,Alliance of Resident Theatres,"New York, New York",To support capacity building and technical assistance programs,"150,000"
2007,PERFORMING ARTS,Alliance of Resident Theatres,"New York, New York",To support the New York Theater Program,"20,000"
2007,PERFORMING ARTS,American Composers Orchestra Inc.,"New York, New York","To support the National Orchestral Discovery Network, new music readings, and Orchestra Underground concerts","300,000"
2007,PERFORMING ARTS,"American Music Center, Inc.","New York, New York",To support online services and a restructuring of member programs,"300,000"
2007,PERFORMING ARTS,"American Symphony Orchestra, Inc.","New York, New York",To support the scholarly reconstruction of three works to be performed during the 2007-2008 season,"35,000"
2007,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support transition issues related to the implementation of a new strategic plan,"1,000,000"
2007,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support the Orchestra Leadership Academy,"1,000,000"
2007,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support the American Conducting Fellows Program,"1,000,000"
2007,PERFORMING ARTS,"Art Sweats, Inc.","New York, New York",To support artistic initiatives and company development,"50,000"
2007,PERFORMING ARTS,"Baltimore Symphony Orchestra, Inc.","Baltimore, Maryland",To support ticket pricing and artistic initiatives,"550,000"
2007,PERFORMING ARTS,Bard College,"Annandale-on-Hudson, New York",To support a production of The Dream of Gerontius at the 2007 Bard Music Festival,"40,000"
2007,PERFORMING ARTS,Berkeley Repertory Theatre,"Berkeley, California",To support the commissioning and development of projects that involve live music or nontheatrical art forms,"250,000"
2007,PERFORMING ARTS,"Brooklyn Academy of Music, Inc.","Brooklyn, New York",To support opera and music-theater programming,"5,000,000"
2007,PERFORMING ARTS,"Brooklyn Academy of Music, Inc.","Brooklyn, New York",To support planning for the Illuminating Islam festival,"50,000"
2007,PERFORMING ARTS,"Brooklyn Information & Culture, Inc.","Brooklyn, New York","To support the production of ReWind: A Cantata for Voice,Tape and Testimony","12,000"
2007,PERFORMING ARTS,"Caramoor Center for Music and the Arts, Inc.","Katonah, New York",To support the tenth anniversary season of Bel Canto at Caramoor,"50,000"
2007,PERFORMING ARTS,The Carnegie Hall Corporation,"New York, New York","To support The Academy, a postgraduate educational initiative for orchestral musicians","1,500,000"
2007,PERFORMING ARTS,The Carnegie Hall Corporation,"New York, New York",To support a new festivals initiative,"1,000,000"
2007,PERFORMING ARTS,Chicago Humanities Festival,"Chicago, Illinois","To support the ""Acts of Concern"" program at the 2007 Festival, The Climate of Concern","25,000"
2007,PERFORMING ARTS,Chicago Opera Theater,"Chicago, Illinois",To support productions of A Flowering Tree and Death and the Power,"150,000"
2007,PERFORMING ARTS,Chicago Symphony Orchestra,"Chicago, Illinois",To support artistic initiatives,"1,000,000"
2007,PERFORMING ARTS,"Clarion Music Society, Inc.","New York, New York","To support collaborative concerts, lectures, and master classes with the New York Collegium","25,000"
2007,PERFORMING ARTS,"Cross Performance, Inc.","New York, New York",To support artistic initiatives and company development,"60,000"
2007,PERFORMING ARTS,"Cunningham Dance Foundation, Inc.","New York, New York",To support artistic initiatives and company development,"250,000"
2007,PERFORMING ARTS,"Cunningham Dance Foundation, Inc.","New York, New York",To support Mondays with Merce,"150,000"
2007,PERFORMING ARTS,"Dance Continuum, Inc.","New York, New York",To support artistic initiatives and company development,"55,000"
2007,PERFORMING ARTS,Dance Exchange Inc.,"Takoma Park, Maryland",To support artistic initiatives and company development,"150,000"
2007,PERFORMING ARTS,"Dance Heritage Coalition, Inc.","Washington, DC",To support planning related to the ongoing development of a secure dance media network,"48,500"
2007,PERFORMING ARTS,Dance/USA,"Washington, DC",To support the publication of a monograph documenting findings and best practices of the National Dance Presenters Leadership Forum,"15,000"
2007,PERFORMING ARTS,Detroit Symphony Orchestra Inc.,"Detroit, Michigan",To support leadership training for senior and midlevel staff,"50,000"
2007,PERFORMING ARTS,"Discalced, Inc.","Brooklyn, New York",To support artistic initiatives and company development,"250,000"
2007,PERFORMING ARTS,"DOVA, Inc.","New York, New York",To support artistic initiatives and company development,"55,000"
2007,PERFORMING ARTS,"Eugene O'Neill Memorial Theater Center, Inc.","Waterford, Connecticut","To support student recruitment, expansion of the National Playwrights Conference, and a convening of Master of Fine Arts playwriting programs","100,000"
2007,PERFORMING ARTS,"Foundation for Dance Promotion, Inc.","New York, New York",To support artistic initiatives and company development,"200,000"
2007,PERFORMING ARTS,"Fractured Atlas Productions, Inc.","New York, New York",To support the development of an advanced prototype for an open source software system for managing online grant applications,"10,000"
2007,PERFORMING ARTS,"Garth Fagan Dance, Inc.","Rochester, New York",To support artistic initiatives and company development,"100,000"
2007,PERFORMING ARTS,"Gotham Dance, Inc.","New York, New York",To support artistic initiatives and company development,"45,000"
2007,PERFORMING ARTS,Grantmakers in the Arts,"Seattle, Washington",To support the commissioning of essays and ongoing information services to the field,"30,000"
2007,PERFORMING ARTS,Guthrie Theatre Foundation,"Minneapolis, Minnesota","To support the Company Development Program and the creation of new works, including the premiere production of After A Hundred Years","200,000"
2007,PERFORMING ARTS,"Houston Grand Opera Association, Inc.","Houston, Texas",To support productions of Songs of Houston and Last Acts and a revival of Billy Budd,"400,000"
2007,PERFORMING ARTS,"Inta, Inc.","New York, New York",To support artistic initiatives and company development,"45,000"
2007,PERFORMING ARTS,Joe Goode Performance Group,"San Francisco, California",To support artistic initiatives and company development,"50,000"
2007,PERFORMING ARTS,L.A. Theatre Works,"Venice, California",To support a program to provide institutions of higher education with access to audio recordings of plays,"250,000"
2007,PERFORMING ARTS,"Lincoln Center for the Performing Arts, Inc.","New York, New York",To support an endowment for new commissions and artistic collaborations,"5,000,000"
2007,PERFORMING ARTS,Lookingglass Theatre Company,"Chicago, Illinois",To support the development and production of three artistic works,"100,000"
2007,PERFORMING ARTS,Los Angeles Opera Company,"Los Angeles, California",To support the Ring Cycle and the commissioning of Il Postino,"600,000"
2007,PERFORMING ARTS,Los Angeles Philharmonic Association,"Los Angeles, California",To support multimedia projects,"1,000,000"
2007,PERFORMING ARTS,Lyric Opera of Chicago,"Chicago, Illinois",To support radio broadcasts and revivals of Porgy and Bess and Lulu,"1,000,000"
2007,PERFORMING ARTS,"Manhattan Theatre Club, Inc.","New York, New York",To support the Artistic Development Program and a production of The Receptionist,"100,000"
2007,PERFORMING ARTS,"Margaret Jenkins Dance Studio, Inc.","San Francisco, California",To support artistic initiatives and company development,"60,000"
2007,PERFORMING ARTS,"Mid Atlantic Arts Foundation, Inc.","Baltimore, Maryland",To support USArtists International,"35,000"
2007,PERFORMING ARTS,Minnesota Orchestral Association,"Minneapolis, Minnesota",To support the 2007 Minnesota Orchestra Composer Institute,"25,000"
2007,PERFORMING ARTS,Minnesota Public Radio,"St. Paul, Minnesota",To support the strengthening of music-media programming,"50,000"
2007,PERFORMING ARTS,"Music and Dance Theater Chicago, Inc.","Chicago, Illinois",To support Chicago-based performance companies,"600,000"
2007,PERFORMING ARTS,"National Arts Strategies, Inc.","Washington, DC",To support executive education programs for nonprofit arts organizations,"150,000"
2007,PERFORMING ARTS,"National Arts Strategies, Inc.","Washington, DC",To support the development of an educational series for executives of large arts and cultural institutions,"50,000"
2007,PERFORMING ARTS,National New Play Network Ltd.,"Philadelphia, Pennsylvania","To support programs aimed at the development, production, and continued life of new plays for the American theater field","225,000"
2007,PERFORMING ARTS,National Opinion Research Center,"Chicago, Illinois",To support a study of cultural infrastructure in the US by The Cultural Policy Center at the University of Chicago,"500,000"
2007,PERFORMING ARTS,New Haven International Festival of Arts,"New Haven, Connecticut",To support expanded dance programming,"25,000"
2007,PERFORMING ARTS,"New York City Opera, Inc.","New York, New York",To support productions of Margaret Garner and Vanessa and the annual VOX: Showcasing American Composers festival,"400,000"
2007,PERFORMING ARTS,"New York Foundation for the Arts, Inc.","New York, New York",To support the New York Theater Program,"2,450,000"
2007,PERFORMING ARTS,"New York Foundation for the Arts, Inc.","New York, New York","To support planning for an analysis and needs assessment of the dance and theater fields, the implementation of dance and theater regranting programs, and an evaluation process","20,000"
2007,PERFORMING ARTS,New York Shakespeare Festival,"New York, New York",To support the Public LAB and the new position of Shakespeare outreach director,"2,700,000"
2007,PERFORMING ARTS,Nonprofit Finance Fund,"New York, New York",To support financial analyses of and consultation with selected dance companies and other performing arts organizations,"450,000"
2007,PERFORMING ARTS,Nonprofit Finance Fund,"New York, New York",To support a comparative analysis of 18 single choreographer modern dance companies in the Foundation's dance program,"50,000"
2007,PERFORMING ARTS,"NPower NY, Inc.","New York, New York",To support the creation of a survey instrument to access the information technology needs of the performing arts sector,"50,000"
2007,PERFORMING ARTS,"Ojai Festivals, Ltd.","Ojai, California",To support ensemble appearances at the,2007
2007,PERFORMING ARTS,"Ojai Festivals, Ltd.","Ojai, California",Ojai Music Festival,"45,000"
2007,PERFORMING ARTS,"Opera America, Inc.","New York, New York",To support electronic resources and other services to the field,"400,000"
2007,PERFORMING ARTS,"Opera America, Inc.","New York, New York",To support the 2008 National Performing Arts Convention,"400,000"
2007,PERFORMING ARTS,Opera Theatre of Saint Louis,"St. Louis, Missouri",To support productions of Troilus and Cressida and Ghosts of Versailles,"400,000"
2007,PERFORMING ARTS,Other Minds,"San Francisco, California",To support a concert presenting the North American premiere of Solo for Voice 58: 18 Microtonal Ragas,"10,000"
2007,PERFORMING ARTS,Pacific Symphony,"Santa Ana, California","To support the 2007 American Composers Festival, Los Sonidos de Mexico","20,000"
2007,PERFORMING ARTS,"Paul Taylor Dance Foundation, Inc.","New York, New York",To support a Legacy Fund,"1,250,000"
2007,PERFORMING ARTS,"Paul Taylor Dance Foundation, Inc.","New York, New York",To support a business analysis,"15,000"
2007,PERFORMING ARTS,Philadelphia Orchestra Association,"Philadelphia, Pennsylvania",To support electronic media activities and redesign of the subscription and regional concert series,"800,000"
2007,PERFORMING ARTS,"Pick Up Performance Company, Inc.","New York, New York",To support artistic initiatives and company development,"100,000"
2007,PERFORMING ARTS,"Pittsburgh Symphony, Inc.","Pittsburgh, Pennsylvania",To support new strategic initiatives,"800,000"
2007,PERFORMING ARTS,"Playwrights' Center, Inc.","Minneapolis, Minnesota",To support the Japanese-American translation project,"65,000"
2007,PERFORMING ARTS,Portland Center Stage,"Portland, Oregon",To support community-focused artistic programming,"200,000"
2007,PERFORMING ARTS,Princeton University,"Princeton, New Jersey",To support the Center for Arts and Cultural Policy Studies,"250,000"
2007,PERFORMING ARTS,Red {an orchestra},"Cleveland, Ohio",To support editing of the footage collected from a broadcast in Second Life,"5,000"
2007,PERFORMING ARTS,"Ridge Street Theater, Inc.","New York, New York",To support a performance of Decasia Live,"25,000"
2007,PERFORMING ARTS,"Ringside, Inc.","Brooklyn, New York",To support artistic initiatives and company development,"115,000"
2007,PERFORMING ARTS,"Robert W. Woodruff Arts Center, Inc.","Atlanta, Georgia","To support the School of Composers, recordings, and concert enhancements at the Atlanta Symphony Orchestra","1,000,000"
2007,PERFORMING ARTS,"Roundabout Theatre Company, Inc.","New York, New York",To support the American premiere of The Overwhelming,"100,000"
2007,PERFORMING ARTS,The Saint Paul Chamber Orchestra Society,"St. Paul, Minnesota",To support artistic initiatives,"800,000"
2007,PERFORMING ARTS,The Saint Paul Chamber Orchestra Society,"St. Paul, Minnesota",To support the International Chamber Orchestra Festival,"500,000"
2007,PERFORMING ARTS,San Francisco Symphony,"San Francisco, California","To support the multimedia series, Keeping Score, and musician recruitment","1,000,000"
2007,PERFORMING ARTS,"South Coast Repertory, Inc.","Costa Mesa, California",To support a new initiative in music-theater,"100,000"
2007,PERFORMING ARTS,"Sphinx Organization, Inc.","Detroit, Michigan",To support The Sphinx Chamber Orchestra Tour,"500,000"
2007,PERFORMING ARTS,Spoleto Festival USA.,"Charleston, South Carolina",To support the production of a Spoleto- commissioned revision of the opera Amistad,"50,000"
2007,PERFORMING ARTS,"Stephen Petronio Dance Company, Inc.","New York, New York",To support artistic initiatives and company development,"75,000"
2007,PERFORMING ARTS,To support a symposium and multidisciplinary,"arts festival, Africa and the African Diaspora","Traditions, Revolutions and Innovations","50,000"
2007,PERFORMING ARTS,"Trisha Brown Company, Inc.","New York, New York",To support artistic initiatives and company development,"200,000"
2007,PERFORMING ARTS,University of Florida,"Gainesville, Florida",To support a series of research papers on performing arts attendance and donations,"50,000"
