year,category,recipient,location,grant_description,award_amt
2005,CONSERVATION AND THE ENVIRONMENT,Muséum National d'Histoire Naturelle,"Paris, France",To continue support of the development of a coordinated digital database of images and information on African plants,"60,000"
2005,CONSERVATION AND THE ENVIRONMENT,National Botanical Research Institute,"Windhoek, Namibia",To support the development of a coordinated digital database of images and information on African plants,"80,000"
2005,CONSERVATION AND THE ENVIRONMENT,National Herbarium and Botanic Garden,"Harare, Zimbabwe",To support the development of a coordinated digital database of images and information on African plants,"84,000"
2005,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support of the development of a coordinated digital database of images and information on African plants,"126,000"
2005,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support of the development of a coordinated digital database of images and information on African plants,"120,000"
2005,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York",To support improving access to its collections using information technology,"100,000"
2005,CONSERVATION AND THE ENVIRONMENT,North Carolina State University,"Raleigh, North Carolina",To support an ecological research and training program led by a junior faculty scientist,"300,000"
2005,CONSERVATION AND THE ENVIRONMENT,"Organization for Tropical Studies, Inc.","Durham, North Carolina",To continue support of undergraduate programs in South Africa and for graduate student research and training,"550,000"
2005,CONSERVATION AND THE ENVIRONMENT,Pennsylvania State University,"University Park, Pennsylvania",To support an ecological research and training program led by a junior faculty scientist,"260,000"
2005,CONSERVATION AND THE ENVIRONMENT,"Resources for the Future, Inc.","Washington, DC",To continue support for a fellowship program of scholarly research on the implementation and effects of environmental studies,"500,000"
2005,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To continue support of the development of a coordinated digital database of images and information on African plants,"520,000"
2005,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To continue support of the development of a coordinated digital database of images and information on African plants,"337,000"
2005,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To support the development of a coordinated digital database of images and information on African plants,"260,000"
2005,CONSERVATION AND THE ENVIRONMENT,South African National Biodiversity Institute,"Cape Town, South Africa",To continue support of the development of a coordinated digital database of images and information on African plants,"480,000"
2005,CONSERVATION AND THE ENVIRONMENT,South African National Parks,"Pretoria, South Africa",To continue support of a pilot junior scientist training program,"208,000"
2005,CONSERVATION AND THE ENVIRONMENT,Stanford University,"Stanford, California",To support a planning effort to create an indigenous resource management fellowship program,"12,500"
2005,CONSERVATION AND THE ENVIRONMENT,Swedish Museum of Natural History,"Stockholm, Sweden",To support the development of a coordinated digital database of images and information on African plants,"110,000"
2005,CONSERVATION AND THE ENVIRONMENT,Tropical Pesticides Research Institute,"Arusha, Tanzania",To support the development of a coordinated digital database of images and information on African plants,"50,000"
2005,CONSERVATION AND THE ENVIRONMENT,Trust for Public Land,"San Francisco, California",To provide general support,"1,000,000"
2005,CONSERVATION AND THE ENVIRONMENT,Université Montpellier II,"Montpellier, France",To support the development of a coordinated digital database of images and information on African plants,"77,000"
2005,CONSERVATION AND THE ENVIRONMENT,Université Montpellier II,"Montpellier, France",To continue support of the development of a coordinated digital database of images and information on African plants,"36,000"
2005,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,"Santa Barbara, California",To continue support of postdoctoral and training programs in informatics,"300,000"
2005,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,"Santa Barbara, California","To support a program of research and training in plant and soils ecology in Kruger National Park, South Africa","45,000"
2005,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Cruz,"Santa Cruz, California",To support an ecological research and training program led by a junior faculty scientist,"200,000"
2005,CONSERVATION AND THE ENVIRONMENT,University of Cape Town,"Cape Town, South Africa",To support the development of a coordinated digital database of images and information on African plants,"70,000"
2005,CONSERVATION AND THE ENVIRONMENT,University of Colorado at Boulder,"Boulder, Colorado",To support an ecological research and training program led by a junior faculty scientist,"240,000"
2005,CONSERVATION AND THE ENVIRONMENT,"University of Dublin, Trinity College","Dublin, Ireland",To support the development of a coordinated digital database of images and information on African plants,"80,000"
2005,CONSERVATION AND THE ENVIRONMENT,University of Georgia,"Athens, Georgia",To support an ecological research and training program led by a junior faculty scientist,"200,000"
2005,CONSERVATION AND THE ENVIRONMENT,University of KwaZulu-Natal,"Durban, South Africa",To support the development of a coordinated digital database of images and information on African plants,"48,000"
2005,CONSERVATION AND THE ENVIRONMENT,University of Minnesota,"Minneapolis, Minnesota",To continue support of training in the ecological sciences for undergraduate students committed to increasing the participation from groups traditionally underrepresented in the ecological sciences,"80,000"
2005,CONSERVATION AND THE ENVIRONMENT,Wageningen University Department of Plant Sciences,"Wageningen, Netherlands",To continue support of the development of a coordinated digital database of images and information on African plants,"134,000"
2005,MUSEUMS AND ART CONSERVATION                                                                   ,The Art Institute of Chicago,"Chicago, Illinois",To support a research program in conservation science in collaboration with Northwestern University and the Argonne National Laboratory,"500,000"
2005,MUSEUMS AND ART CONSERVATION                                                                   ,Barnes Foundation,"Merion, Pennsylvania","To continue support for collection assessment, research, and preservation of the permanent collection","580,000"
2005,MUSEUMS AND ART CONSERVATION                                                                   ,Barnes Foundation,"Merion, Pennsylvania",To support administrative assistance for the board of trustees,"45,000"
2005,MUSEUMS AND ART CONSERVATION                                                                   ,Brooklyn Institute of Arts and Sciences,"Brooklyn, New York",To support an inventory and digital documentation of its Western costume collection and to begin the process of making the collection available electronically,"3,925,000"
2005,MUSEUMS AND ART CONSERVATION                                                                   ,The Denver Art Museum,"Denver, Colorado",To endow the position of chief conservator and to support staff positions and equipment purchases,"1,750,000"
2005,MUSEUMS AND ART CONSERVATION                                                                   ,George Eastman House,"Rochester, New York",To support the Advanced Residency Program in Photograph Conservation,"4,000,000"
2005,MUSEUMS AND ART CONSERVATION                                                                   ,George Eastman House,"Rochester, New York","To support a pilot workshop, The Conservation Assessment of Photograph Collections:The First Step in Preservation Planning, in St. Petersburg, Russia","50,000"
2005,MUSEUMS AND ART CONSERVATION                                                                   ,Harvard University,"Cambridge, Massachusetts",To endow the position of a senior conservation scientist in inorganic materials,"1,800,000"
2005,MUSEUMS AND ART CONSERVATION,"Isabella Stewart Gardner Museum, Inc.","Boston, Massachusetts",To endow a program of scholarly exhibitions based on the Museum's permanent collection,"1,000,000"
2005,MUSEUMS AND ART CONSERVATION,The Library of Congress,"Washington, DC",To support a comprehensive assessment of the preservation and conservation needs of the photographic collections,"40,000"
2005,MUSEUMS AND ART CONSERVATION,Metropolitan Museum of Art,"New York, New York",To support planning meetings in Beijing in preparation for a 2006 conference of Chinese museum professionals,"80,000"
2005,MUSEUMS AND ART CONSERVATION,Metropolitan Museum of Art,"New York, New York",To support a visit by officials of the State Administration of Cultural Heritage in China to the US,"21,355"
2005,MUSEUMS AND ART CONSERVATION,"Museum of Fine Arts, Boston","Boston, Massachusetts",To endow the position of associate research scientist and to support a data resource (CAMEO) and a Raman microscope,"1,270,000"
2005,MUSEUMS AND ART CONSERVATION,Nelson Gallery Foundation,"Kansas City, Missouri",To support a pilot program of collaborative projects to be undertaken by the Nelson-Atkins Museum of Art with outside scientists,"300,000"
2005,MUSEUMS AND ART CONSERVATION,"Robert W. Woodruff Arts Center, Inc.","Atlanta, Georgia",To support a scholarly interdisciplinary workshop focusing on the technical and art historical achievement of Lorenzo Ghiberti's Porta del Paradiso,"260,000"
2005,MUSEUMS AND ART CONSERVATION,Smith College,"Northampton, Massachusetts",To support costs associated with the planning phase for a summer institute in museum studies,"50,000"
2005,MUSEUMS AND ART CONSERVATION,University of Delaware,"Newark, Delaware",To support collaborative workshops in photograph conservation,"469,000"
2005,MUSEUMS AND ART CONSERVATION,Virginia Museum of Fine Arts,"Richmond, Virginia",To endow the position of curator of ancient art,"1,250,000"
2005,MUSEUMS AND ART CONSERVATION,"Walters Art Gallery Endowment Foundation, Inc.","Baltimore, Maryland",To endow two mid-level (assistant/associate) curatorial positions,"1,750,000"
2005,PERFORMING ARTS,"Actors Theatre of Louisville, Inc.","Louisville, Kentucky",To support artistic initiatives and organizational development,"100,000"
2005,PERFORMING ARTS,Alliance of Resident Theatres,"New York, New York",To support the New York Theater Program and services to the field,"1,600,000"
2005,PERFORMING ARTS,"American Music Center, Inc.","New York, New York",To support online publications,"100,000"
2005,PERFORMING ARTS,"American Repertory Theatre Company, Inc.","Cambridge, Massachusetts",To support artistic initiatives and organizational development,"350,000"
2005,PERFORMING ARTS,"Appalshop, Inc.","Whitesburg, Kentucky",To support artistic initiatives and organizational development,"300,000"
2005,PERFORMING ARTS,"Association of Performing Arts Presenters, Inc.","Washington, DC",To complete documentation of successful practices in dance presentation,"30,000"
2005,PERFORMING ARTS,"Ballet Theatre Foundation, Inc.","New York, New York",To support the commissioning and production of a new ballet by Peter Quanz,"250,000"
2005,PERFORMING ARTS,"Bang On A Can, Inc.","Brooklyn, New York",To support the Summer Institute of Music,"150,000"
2005,PERFORMING ARTS,"The Vivian Beaumont Theater, Inc.","New York, New York",To support artistic initiatives and organizational development,"300,000"
2005,PERFORMING ARTS,Berkeley Repertory Theatre,"Berkeley, California",To support artistic initiatives and organizational development,"160,000"
2005,PERFORMING ARTS,Chorus America Association,"Washington, DC",To support a conducting workshop on choral/orchestral repertoire,"10,000"
2005,PERFORMING ARTS,Conductors Retreat at Medomak,"Ann Arbor, Michigan",To support the annual conductors retreat,"100,000"
2005,PERFORMING ARTS,"Cornerstone Theater Company, Inc.","Los Angeles, California",To support artistic initiatives and organizational development,"100,000"
2005,PERFORMING ARTS,Creative Capital Foundation,"New York, New York",To support research on ways to strengthen support structures for individual artists,"15,000"
2005,PERFORMING ARTS,EmcArts Inc.,"New York, New York",To support the Symphony Orchestra Forum,"910,000"
2005,PERFORMING ARTS,Hartford Stage Company,"Hartford, Connecticut",To support artistic initiatives and organizational development,"300,000"
2005,PERFORMING ARTS,"Joyce Theater Foundation, Inc.","New York, New York",To support planning and capacity building as a result of its selection as an anchor organization at the new performing arts facility to be constructed at the former World Trade Center site,"1,200,000"
2005,PERFORMING ARTS,"Manhattan Class Company, Inc.","New York, New York",To support its 2005 youth company summer play festival,"15,000"
2005,PERFORMING ARTS,"Manhattan Theatre Club, Inc.","New York, New York",To support artistic initiatives and organizational development,"130,000"
2005,PERFORMING ARTS,"Meet the Composer, Inc.","New York, New York",To support Music Alive,"1,250,000"
2005,PERFORMING ARTS,"Music Associates of Aspen, Inc.","Aspen, Colorado",To support a seminar on music training and performance,"50,000"
2005,PERFORMING ARTS,Musical Arts Association,"Cleveland, Ohio",To support artistic initiatives and organizational development,"840,000"
2005,PERFORMING ARTS,"National Arts Strategies, Inc.","Washington, DC",To support seminars and curriculum development,"119,000"
2005,PERFORMING ARTS,"National Arts Strategies, Inc.","Washington, DC",To support the attendance of Foundation grantees at a seminar entitled Creative Alliances,"20,000"
2005,PERFORMING ARTS,New Jersey Symphony Orchestra,"Newark, New Jersey",To support artistic initiatives and organizational development,"1,350,000"
2005,PERFORMING ARTS,New York City Center Inc.,"New York, New York",To support the 2005 Fall for Dance Festival,"50,000"
2005,PERFORMING ARTS,New York Shakespeare Festival,"New York, New York",To support artistic initiatives and organizational development,"250,000"
2005,PERFORMING ARTS,"New York Theatre Workshop, Inc.","New York, New York",To support long-range planning,"10,000"
2005,PERFORMING ARTS,"Opera America, Inc.","Washington, DC","To support its relocation from Washington, DC to New York","20,000"
2005,PERFORMING ARTS,"Perseverance Theatre, Inc.","Douglas, Alaska",To support artistic initiatives and organizational development,"225,000"
2005,PERFORMING ARTS,Philadelphia Orchestra Association,"Philadelphia, Pennsylvania",To support artistic initiatives and organizational development,"700,000"
2005,PERFORMING ARTS,"Playwrights Horizons, Inc.","New York, New York",To support expanded programming,"50,000"
2005,PERFORMING ARTS,Portland Center Stage,"Portland, Oregon",To support artistic initiatives and organizational development,"250,000"
2005,PERFORMING ARTS,Primary Stages Company Inc.,"New York, New York",To support the theater's 20th Anniversary Growth Fund,"40,000"
2005,PERFORMING ARTS,"Roundabout Theatre Company, Inc.","New York, New York",To support artistic initiatives and organizational development,"130,000"
2005,PERFORMING ARTS,Saint Louis Symphony Orchestra,"St. Louis, Missouri",To support on-site consultation and participation in the Symphony Orchestra Forum,"100,000"
2005,PERFORMING ARTS,Seattle Repertory Theatre,"Seattle, Washington",To support artistic initiatives and organizational development,"300,000"
2005,PERFORMING ARTS,Second Stage Theatre,"New York, New York",To support artistic initiatives and organizational development,"225,000"
2005,PERFORMING ARTS,"Signature Theatre Company, Inc.","New York, New York",To support planning and capacity building as a result of its selection as an anchor organization at the new performing arts facility to be constructed at the former World Trade Center site,"1,200,000"
2005,PERFORMING ARTS,"South Coast Repertory, Inc.","Costa Mesa, California",To support artistic initiatives and organizational development,"160,000"
2005,PERFORMING ARTS,Steppenwolf Theatre Company,"Chicago, Illinois",To support artistic initiatives and organizational development,"200,000"
2005,PERFORMING ARTS,"Teatro Avante, Inc.","Miami, Florida",To support the 2005 International Hispanic Theatre Festival,"25,000"
2005,PERFORMING ARTS,"Theatre for a New Audience, Inc.","New York, New York",To support strategic planning and institutional development,"10,000"
2005,PERFORMING ARTS,"Toledo Orchestra Association, Inc.","Toledo, Ohio",To support and endow artistic and organizational initiatives,"1,100,000"
2005,PERFORMING ARTS,Virginia Polytechnic Institute and State University,"Blacksburg, Virginia",To support the Symphony Orchestra Forum,"1,750,000"
2005,PERFORMING ARTS,"Washington Drama Society, Inc.","Washington, DC",To support artistic initiatives and organizational development,"200,000"
2005,PERFORMING ARTS,Z Space Studio,"San Francisco, California",To support the commissioning of new work and a field survey of opportunities for emerging theater artists,"45,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP                                                                   ,American Academy of Arts and Sciences,"Cambridge, Massachusetts",To support the development of a prototype compilation of indicators of trends in the humanities,"701,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP                                                                   ,American Antiquarian Society,"Worcester, Massachusetts",To support residential fellowships,"1,210,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP                                                                   ,American Council of Learned Societies,"New York, New York",To support a major financial restructuring plan,"2,000,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP                                                                   ,American Philosophical Society,"Philadelphia, Pennsylvania",To support sabbatical fellowships for mid-career scholars in the humanities and social sciences,"4,000,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP                                                                   ,American School of Classical Studies at Athens,"Princeton, New Jersey",To support the development of an integrated digital asset management strategy,"9,300"
2005,HIGHER EDUCATION AND SCHOLARSHIP                                                                   ,American Studies Association,"Washington, DC","To support the participation of scholars, program directors, and journal editors from abroad at the Association's annual meetings, and subsequent visits to American studies programs at US campuses","86,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP                                                                   ,"American University of Paris, Inc.","Paris, France","To support a second conference to foster library and information technology collaboration among American universities in Europe, the Middle East, and Africa","23,500"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Amherst College,"Amherst, Massachusetts",To endow a postdoctoral fellowship program,"1,500,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Amherst College,"Amherst, Massachusetts",To support an Emeritus Fellowship,"45,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky","To support access to JSTOR Arts & Sciences III, IV, and Complement","740,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support activities that would strengthen the Association's administrative infrastructure,"550,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky","To support the reconfiguration of current technology initiatives for faculty, students, and information technologists at member colleges","180,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the South, Inc.","Atlanta, Georgia",To support the technological needs of its member colleges as a financial plan is devised to sustain these services,"400,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the South, Inc.","Atlanta, Georgia",To support existing environmental studies programs,"300,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Association of American Colleges and Universities,"Washington, DC","To support a coalition of academic, business, and civic leaders committed to strengthening public awareness of the connection between liberal education and America's global competitiveness","45,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Association of American Colleges and Universities,"Washington, DC","To support an evaluation of the links among education, student mental health, and civic development","30,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bard College,"Annandale-on-Hudson, New York",To support the conservatory of music and the integrated double-degree program in music and the liberal arts and sciences,"230,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bard College,"Annandale-on-Hudson, New York","To support the transition of an international, collaborative program on human rights","50,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support faculty career enhancement,"422,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To renew support for the Mellon Mays Undergraduate Fellowship program,"80,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bates College,"Lewiston, Maine",To support continuation of the learning associates program while additional funds are raised to endow it,"300,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bates College,"Lewiston, Maine",To support faculty career enhancement,"300,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bates College,"Lewiston, Maine",To support a planning process that will integrate all institutional resources and services dedicated to student learning,"48,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bennett College,"Greensboro, North Carolina","To support information literacy, teacher training, and instructional assessment programs","500,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Berea College,"Berea, Kentucky",To support faculty career enhancement initiatives,"325,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bethune-Cookman College,"Daytona Beach, Florida",To support a faculty development program,"40,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,"Brunswick, Maine","To support the development and production of a companion video documentary and view book about the work of the Mellon Mays Undergraduate Fellowship program, its history, and its impact on the lives of Mellon fellows","50,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,"Brunswick, Maine","To support the development of a plan for creating and building a library collection program for Bowdoin, Bates, and Colby Colleges","35,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Brandeis University,"Waltham, Massachusetts",To support an Emeritus Fellowship,"55,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Brandeis University,"Waltham, Massachusetts",To support an Emeritus Fellowship,"27,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Brooklyn College,"Brooklyn, New York",To renew support for the Mellon Mays Undergraduate Fellowship program,"120,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support postdoctoral fellowships in the humanities,"1,160,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To renew support for the Mellon Mays Undergraduate Fellowship program,"350,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support the Consortium for Language Teaching and Learning,"250,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support an Emeritus Fellowship,"45,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support cooperation with Haverford and Swarthmore Colleges in the joint appointment of faculty across the institutions,"670,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support student life initiatives,"350,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support a New Directions Fellowship,"250,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To renew support for the Mellon Mays Undergraduate Fellowship program,"170,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support activities related to the integration of athletics into the educational missions of colleges and universities in the National Collegiate Athletic Association's Division III,"45,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bucknell University,"Lewisburg, Pennsylvania",To support strategic planning,"50,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Bucknell University,"Lewisburg, Pennsylvania",To support membership in the Emeriti Retirement Health Solutions program,"27,588"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Campus Compact,"Providence, Rhode Island",To support strengthening of the annual giving program and preparations for an endowment campaign,"100,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Capital University,"Columbus, Ohio",To support membership in the Emeriti Retirement Health Solutions program,"33,900"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,"Northfield, Minnesota",To support faculty career enhancement,"422,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,"Northfield, Minnesota",To support its existing environmental studies program,"300,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,"Northfield, Minnesota",To support a cooperative collection development project for its libraries,"265,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,"Northfield, Minnesota",To renew support for the Mellon Mays Undergraduate Fellowship program,"240,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,"Northfield, Minnesota",To support an Arabic language initiative,"50,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,"Northfield, Minnesota",To support membership in the Emeriti Retirement Health Solutions program,"31,128"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To support a New Directions Fellowship,"148,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Center for Advanced Study in the Behavioral Sciences,"Stanford, California",To endow fellowships for humanists,"5,000,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Center for Advanced Study in the Behavioral Sciences,"Stanford, California",To support fellowships for humanists,"1,850,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Center for Advanced Study in the Behavioral Sciences,"Stanford, California",To support fellowships for humanists,"775,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,City College,"New York, New York",To renew support for the Mellon Mays Undergraduate Fellowship program,"325,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Clark Atlanta University,"Atlanta, Georgia",To support student retention initiatives,"600,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Colgate University,"Hamilton, New York",To support programs designed to increase faculty involvement in residential life,"120,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Colorado College,"Colorado Springs, Colorado",To support existing environmental studies programs,"300,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Colorado College,"Colorado Springs, Colorado",To support membership in the Emeriti Retirement Health Solutions program,"46,200"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support postdoctoral fellowships in the humanities,"2,000,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support visiting fellowships in the humanities,"553,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To renew support for the Mellon Mays Undergraduate Fellowship program,"90,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Connecticut College,"New London, Connecticut",To support cooperation with Trinity College and Wesleyan University in the joint appointment of faculty across the institutions,"800,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Connecticut College,"New London, Connecticut",To support its existing environmental studies program,"300,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support postdoctoral fellowships in the humanities and related social sciences,"1,785,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support the Cornell Higher Education Research Institute,"677,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support a collaborative program with the HBCU Library Alliance that will provide digital imaging workshops for librarians at historically black colleges and universities,"400,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Council of Independent Colleges,"Washington, DC",To support programs that will enable colleges affiliated with CIC and the National Institute for Technology and Liberal Education (NITLE) to address their library and other learning space needs more effectively,"500,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Dartmouth College,"Hanover, New Hampshire",To renew support for the Mellon Mays Undergraduate Fellowship program,"90,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Denison University,"Granville, Ohio",To support membership in the Emeriti Retirement Health Solutions program,"21,600"
2005,HIGHER EDUCATION AND SCHOLARSHIP,DePauw University,"Greencastle, Indiana",To support membership in the Emeriti Retirement Health Solutions program,"45,336"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Dickinson College,"Carlisle, Pennsylvania",To support membership in the Emeriti Retirement Health Solutions program,"47,256"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Dickinson College,"Carlisle, Pennsylvania","To support the development of a self-insured, nonprofit group health plan for member institutions of the Shared Services Consortium","35,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To renew support for the Mellon Mays Undergraduate Fellowship program,"290,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support a Sawyer Seminar on the historical and cultural sources of significant contemporary developments,"120,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support a Sawyer Seminar on the historical and cultural sources of significant contemporary developments,"120,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To strengthen the Summer Research Opportunity Program for students at historically black colleges and universities,"50,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support an Emeritus Fellowship,"45,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support an Emeritus Fellowship,"45,000"
2005,HIGHER EDUCATION AND SCHOLARSHIP,Eastern Seaboard Association of Tertiary Institutions,"Durban, South Africa",To support an interinstitutional collaborative research cluster program,"100,000"
