year,category,recipient,location,grant_description,award_amt
2006,CONSERVATION AND THE ENVIRONMENT,Université Montpellier II,"Montpellier, France",To support the travel of African Plants Initiative partners to the 2007 annual meeting,"6,500"
2006,CONSERVATION AND THE ENVIRONMENT,University of California at Berkeley,"Berkeley, California",To support an ecological research and training program,"290,000"
2006,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,"Santa Barbara, California",To support an ecological research and training program,"250,000"
2006,CONSERVATION AND THE ENVIRONMENT,University of Cape Town,"Cape Town, South Africa",To support an ecological research and training program,"328,000"
2006,CONSERVATION AND THE ENVIRONMENT,University of Cape Town,"Cape Town, South Africa",To support the travel of African Plants Initiative partners to the 2007 annual meeting,"6,500"
2006,CONSERVATION AND THE ENVIRONMENT,"University of Dublin, Trinity College","Dublin, Ireland",To support the development of a coordinated digital database of images and information on Latin American plants,"139,000"
2006,CONSERVATION AND THE ENVIRONMENT,"University of Dublin, Trinity College","Dublin, Ireland",To support the travel of African Plants Initiative partners to the 2007 annual meeting,"5,460"
2006,CONSERVATION AND THE ENVIRONMENT,University of Florida,"Gainesville, Florida",To support a program of ecological research and training led by a junior faculty scientist,"300,000"
2006,CONSERVATION AND THE ENVIRONMENT,University of Ghana,"Accra, Ghana",To support the travel of African Plants Initiative partners to the 2007 annual meeting,"6,400"
2006,CONSERVATION AND THE ENVIRONMENT,University of Göttingen,"Göttingen, Germany",To support the development of a coordinated digital database of images and information on Latin American plants,"76,000"
2006,CONSERVATION AND THE ENVIRONMENT,University of Hamburg,"Hamburg, Germany",To continue support of the development of a coordinated digital database of images and information on African plants,"140,000"
2006,CONSERVATION AND THE ENVIRONMENT,University of Hamburg,"Hamburg, Germany",To support the travel of African Plants Initiative partners to the 2007 annual meeting,"5,420"
2006,CONSERVATION AND THE ENVIRONMENT,University of KwaZulu-Natal,"Durban, South Africa",To support the travel of African Plants Initiative partners to the 2007 annual meeting,"4,620"
2006,CONSERVATION AND THE ENVIRONMENT,University of Michigan,"Ann Arbor, Michigan",To support the development of a coordinated digital database of images and information on Latin American plants,"84,000"
2006,CONSERVATION AND THE ENVIRONMENT,University of Montana,"Missoula, Montana",To support programs of research and training among research ecologists working on high altitude ecosystems,"60,000"
2006,CONSERVATION AND THE ENVIRONMENT,University of the Witwatersrand,"Johannesburg, South Africa",To support an ecological research and training program,"356,000"
2006,CONSERVATION AND THE ENVIRONMENT,Utah State University,"Logan, Utah",To support a program of ecological research and training led by a junior faculty scientist,"213,000"
2006,CONSERVATION AND THE ENVIRONMENT,Utah State University,"Logan, Utah",To support travel for research staff to attend the Scientific Networking meeting in Kruger National Park,"8,600"
2006,CONSERVATION AND THE ENVIRONMENT,"Wageningen University, Department of Plant Sciences","Wageningen, Netherlands",To support the travel of African Plants Initiative partners to the 2007 annual meeting,"6,500"
2006,MUSEUMS AND ART CONSERVATION                                                             ,American Friends of The State Hermitage,"New York, New York",To support advancement of the field of photograph conservation in Russia in collaboration with the George Eastman House,"45,000"
2006,MUSEUMS AND ART CONSERVATION                                                             ,Asian Art Museum Foundation of San Francisco,"San Francisco, California","To endow the position of chief conservator and to support research, travel, and the purchase of essential equipment","1,500,000"
2006,MUSEUMS AND ART CONSERVATION                                                             ,Barnes Foundation,"Merion, Pennsylvania",To establish an endowment in support of scholarly activities connected with the art collection and the archives,"5,000,000"
2006,MUSEUMS AND ART CONSERVATION                                                             ,Barnes Foundation,"Merion, Pennsylvania","To continue support for a program of collection assessment, research, and preservation of the permanent collection","650,000"
2006,MUSEUMS AND ART CONSERVATION                                                             ,The British Museum,"London, United Kingdom","To support two postdoctoral fellowships for scientists in the Department of Conservation, Documentation and Science","572,000"
2006,MUSEUMS AND ART CONSERVATION                                                             ,The British Museum,"London, United Kingdom",To support a pilot project for conservation documentation in digital form,"161,000"
2006,MUSEUMS AND ART CONSERVATION                                                             ,"Buffalo State College Foundation, Inc.","Buffalo, New York",To endow the position of a professor in conservation science; to support annual travel and research for scientists in the Art Conservation Department; and to purchase essential scientific equipment,"1,650,000"
2006,MUSEUMS AND ART CONSERVATION,Courtauld Institute of Art,"London, United Kingdom",To support a pilot project for conservation documentation in digital form,"28,800"
2006,MUSEUMS AND ART CONSERVATION,The Detroit Institute of Arts,"Detroit, Michigan","To endow the position of senior conservation scientist, and to support the purchase of essential scientific equipment","1,800,000"
2006,MUSEUMS AND ART CONSERVATION,The Detroit Institute of Arts,"Detroit, Michigan","To provide partial support for the salary, benefits, and equipment needs of a second conservation scientist while matching funds are raised to endow the existing senior scientist position","200,000"
2006,MUSEUMS AND ART CONSERVATION,Frick Collection,"New York, New York",To continue support for the predoctoral curatorial fellowship program,"712,000"
2006,MUSEUMS AND ART CONSERVATION,George Eastman House,"Rochester, New York",To support a two-part initiative to advance the field of photograph conservation in Russia in collaboration with the American Friends of The State Hermitage Museum,"378,000"
2006,MUSEUMS AND ART CONSERVATION,Harvard University,"Cambridge, Massachusetts",To continue support for two postdoctoral fellowships for scientists at the Straus Center for Conservation,"476,000"
2006,MUSEUMS AND ART CONSERVATION,Metropolitan Museum of Art,"New York, New York",To endow a position for a research scholar in photograph conservation,"630,000"
2006,MUSEUMS AND ART CONSERVATION,Metropolitan Museum of Art,"New York, New York",To support an international conference in Beijing on the principles and practices of American art museums and their potential application in China,"190,000"
2006,MUSEUMS AND ART CONSERVATION,Metropolitan Museum of Art,"New York, New York",To support a pilot project for conservation documentation in digital form,"50,000"
2006,MUSEUMS AND ART CONSERVATION,"The Museum of Fine Arts, Houston","Houston, Texas",To support the position of a scientist to work in collaboration with the Department of Chemistry at Rice University and The Menil Collection,"500,000"
2006,MUSEUMS AND ART CONSERVATION,Museum of Modern Art,"New York, New York",To endow the position of senior conservation scientist and to support the salary and benefits of an associate scientist,"1,500,000"
2006,MUSEUMS AND ART CONSERVATION,The National Gallery,"London, United Kingdom",To support a pilot project for conservation documentation in digital form,"240,800"
2006,MUSEUMS AND ART CONSERVATION,National Gallery of Art,"Washington, DC",To support the establishment of a position for an imaging scientist in the Department of Scientific Research,"750,000"
2006,MUSEUMS AND ART CONSERVATION,"North Carolina Museum of Art Foundation, Inc.","Raleigh, North Carolina",To endow a fund for curatorial and conservation research and travel,"1,500,000"
2006,MUSEUMS AND ART CONSERVATION,Philadelphia Museum of Art,"Philadelphia, Pennsylvania",To support three temporary conservation positions associated with the move of the Museum's costume and textiles collection,"160,000"
2006,MUSEUMS AND ART CONSERVATION,"Robert W. Woodruff Arts Center, Inc.","Atlanta, Georgia",To support the publication of The Gates of Paradise: Lorenzo Ghiberti's Renaissance Masterpiece,"127,500"
2006,MUSEUMS AND ART CONSERVATION,Smithsonian Institution,"Washington, DC",To endow the position of objects conservator and to support essential equipment purchases at the Cooper-Hewitt National Design Museum,"1,100,000"
2006,MUSEUMS AND ART CONSERVATION,The Tate Gallery,"London, United Kingdom",To support a multidisciplinary research program on material changes in 20th-century sculpture,"245,000"
2006,MUSEUMS AND ART CONSERVATION,The Tate Gallery,"London, United Kingdom",To support the planning phase for a research project on the deterioration and restoration of 20th-century sculpture,"50,000"
2006,MUSEUMS AND ART CONSERVATION,University of Delaware,"Newark, Delaware",To support a workshop in New York City on the technology and preservation of digital print media,"95,000"
2006,PERFORMING ARTS,Alabama Shakespeare Festival Inc.,"Montgomery, Alabama",To support the Southern Writers' Project,"150,000"
2006,PERFORMING ARTS,American Academy in Rome,"New York, New York",To support planning for strengthening programs in the performing arts,"15,000"
2006,PERFORMING ARTS,American Conservatory Theatre Foundation,"San Francisco, California","To support new large scale works, and Words on Plays dramaturgical publications","200,000"
2006,PERFORMING ARTS,"American Dance Festival, Inc.","Durham, North Carolina","To support new commissions, and revivals and reconstructions of classic works","150,000"
2006,PERFORMING ARTS,Association of Performing Arts Presenters Inc.,"Washington, DC",To support Under the Radar and related activities,"375,000"
2006,PERFORMING ARTS,Ballet Memphis Corporation,"Memphis, Tennessee","To support planning, research, field interviews, and convening","60,000"
2006,PERFORMING ARTS,"Ballet Theatre Foundation, Inc.","New York, New York",To support the National Residency Program,"5,000,000"
2006,PERFORMING ARTS,"Brooklyn Academy of Music, Inc.","Brooklyn, New York",To support two major opera presentations,"500,000"
2006,PERFORMING ARTS,"Center Stage Associates, Inc.","Baltimore, Maryland","To support commissions, play development, and productions of new works","225,000"
2006,PERFORMING ARTS,"Chicago Theatre Group, Inc.","Chicago, Illinois",To support expansion of the New Stages Series and the production of new works,"225,000"
2006,PERFORMING ARTS,Children's Theatre Company and School,"Minneapolis, Minnesota",To support programming for teenagers,"200,000"
2006,PERFORMING ARTS,Circuit Network,"San Francisco, California",To support the artistic initiatives and organizational development of the ensemble theater company Culture Clash,"40,000"
2006,PERFORMING ARTS,"Clarion Music Society, Inc.","New York, New York",To support two concerts in the inaugural season of the newly revived concert series,"30,000"
2006,PERFORMING ARTS,"Cornerstone Theater Company, Inc.","Los Angeles, California","To support the Justice Cycle, summer training institute, and Artistic Director Discretionary Fund","200,000"
2006,PERFORMING ARTS,"Cunningham Dance Foundation, Inc.","New York, New York",To support a joint effort by the Cunningham Dance Foundation and the OpenEnded Group to preserve a signature solo dance by Cunningham and the digital artwork derived from it,"40,000"
2006,PERFORMING ARTS,"The Dance Exchange, Inc.","Takoma Park, Maryland",To support artistic initiatives and organizational development,"100,000"
2006,PERFORMING ARTS,"Dance Heritage Coalition, Inc.","Washington, DC","To support fellowships in dance documentation and preservation, and other services to the field","355,000"
2006,PERFORMING ARTS,"Dance New Amsterdam, Inc.","New York, New York",To support an expansion of the Artist in Residence Program,"60,000"
2006,PERFORMING ARTS,"Dance Notation Bureau, Inc.","New York, New York","To support the preservation and notation of dances choreographed by Martha Graham, and planning related to the creation of an online searchable catalog of scores and other archival materials","150,000"
2006,PERFORMING ARTS,"Dance Theater Workshop, Inc.","New York, New York",To support artistic initiatives and organizational development,"250,000"
2006,PERFORMING ARTS,Dance USA,"Washington, DC",To support services to the New York City dance community and to the national field,"250,000"
2006,PERFORMING ARTS,"Danspace Project, Inc.","New York, New York","To support the planning phase of a capital campaign, and new commissions","75,000"
2006,PERFORMING ARTS,"Dell-Arte, Inc.","Blue Lake, California",To support artistic initiatives and organizational development,"30,000"
2006,PERFORMING ARTS,"Evidence, Inc.","Brooklyn, New York",To support the development of new work,"20,000"
2006,PERFORMING ARTS,"Fiji Theater Company, Inc.","New York, New York",To support artistic initiatives and organizational development,"40,000"
2006,PERFORMING ARTS,"Future of Music Coalition, Inc.","Washington, DC",To support research and education,"25,000"
2006,PERFORMING ARTS,"Glimmerglass Opera, Inc.","Cooperstown, New York",To support new artistic initiatives,"200,000"
2006,PERFORMING ARTS,"Heifetz International Music, Inc.","Ellicott City, Maryland",To support the summer institute,"10,000"
2006,PERFORMING ARTS,"Hubbard Street Dance Chicago, Inc.","Chicago, Illinois","To support new commissions, a national choreographer competition, and strategic planning","200,000"
2006,PERFORMING ARTS,Intiman Theatre,"Seattle, Washington","To support the last years of the American Cycle, and planning and development for new artistic projects","210,000"
2006,PERFORMING ARTS,"Jacob's Pillow Dance Festival, Inc.","Becket, Massachusetts","To support a residency program, artist commissions, and special anniversary presentations and exhibits","250,000"
2006,PERFORMING ARTS,"Joyce Theater Foundation, Inc.","New York, New York",To support the Joyce SoHo Residency Program and artist commissions,"100,000"
2006,PERFORMING ARTS,The Louisiana Philharmonic Orchestra,"New Orleans, Louisiana",To support artistic initiatives and organizational development,"800,000"
2006,PERFORMING ARTS,"Massachusetts Museum of Contemporary Art Foundation, Inc.","North Adams, Massachusetts","To support production residencies for two projects: Truth and Reconciliation Commission Cantata, and Of All The People In All The World","35,000"
2006,PERFORMING ARTS,"Mayi Filipino Theatre Ensemble, Inc.","New York, New York","To support the travel for a delegation of US theater artists, leaders, and scholars to participate in the 2007 World Social Forum","25,000"
2006,PERFORMING ARTS,McCarter Theater,"Princeton, New Jersey","To support play development activities, including the establishment of an annual festival of new plays","100,000"
2006,PERFORMING ARTS,"Meet the Composer, Inc.","New York, New York",To support a new commissioning program aimed at works of the African diaspora,"60,000"
2006,PERFORMING ARTS,"Metropolitan Opera Association, Inc.","New York, New York",To support new strategic initiatives,"2,000,000"
2006,PERFORMING ARTS,"National Arts Strategies, Inc.","Washington, DC",To support planning and services to the field,"275,000"
2006,PERFORMING ARTS,"New England Foundation for the Arts, Inc.","Boston, Massachusetts","To support an expansion of the Center for Creative Research, and an increase in national dance touring grants","500,000"
2006,PERFORMING ARTS,New Mexico Symphony Orchestra,"Albuquerque, New Mexico",To support artistic initiatives and organizational development,"450,000"
2006,PERFORMING ARTS,"New York City Center, Inc.","New York, New York",To endow and support the Fall for Dance Festival,"3,500,000"
2006,PERFORMING ARTS,"New York City Center, Inc.","New York, New York",To support the Fall for Dance Festival,"150,000"
2006,PERFORMING ARTS,"New York Theatre Workshop, Inc.","New York, New York","To support collaborations with international artists, and new presentation formats and programs","150,000"
2006,PERFORMING ARTS,On the Boards,"Seattle, Washington","To support dance programs, and video and audio archiving of artist interviews and performances","20,000"
2006,PERFORMING ARTS,Opera Theatre of Saint Louis,"St. Louis, Missouri",To support the first phase of the development of a new performing edition of John Corigliano's opera Ghosts of Versailles,"35,000"
2006,PERFORMING ARTS,"Philharmonic-Symphony Society of New York, Inc.","New York, New York","To support new strategic initiatives aimed at artistic growth, audience development, and financial stability","1,000,000"
2006,PERFORMING ARTS,Pittsburgh Symphony Society,"Pittsburgh, Pennsylvania",To support artistic initiatives and organizational development,"400,000"
2006,PERFORMING ARTS,"Playwrights' Center, Inc.","Minneapolis, Minnesota",To support a new US/Japan playwright exchange and translation program,"20,000"
2006,PERFORMING ARTS,"Playwrights Horizons, Inc.","New York, New York",To support an increase in the number of performances of new plays in the studio theater,"100,000"
2006,PERFORMING ARTS,Pregones Touring Puerto Rican Theatre Collection Inc.,"Bronx, New York",To support artistic initiatives and organizational development,"70,000"
2006,PERFORMING ARTS,Richmond Symphony,"Richmond, Virginia",To support artistic initiatives and organizational development,"800,000"
2006,PERFORMING ARTS,Saint Louis Symphony Orchestra,"St. Louis, Missouri",To support artistic initiatives and organizational development,"700,000"
2006,PERFORMING ARTS,The Santa Fe Opera,"Santa Fe, New Mexico",To support the New American Works Commissioning Project,"200,000"
2006,PERFORMING ARTS,Saratoga International Theater Institute Inc.,"New York, New York",To support artistic initiatives and organizational development,"40,000"
2006,PERFORMING ARTS,Seattle Repertory Theatre,"Seattle, Washington","To support the implementation of Tessitura by five Seattle theaters, research on the theaters' audiences, and a case study on the project","150,000"
2006,PERFORMING ARTS,"Seattle Symphony Orchestra, Inc.","Seattle, Washington",To support artistic initiatives and organizational development,"600,000"
2006,PERFORMING ARTS,The Shakespeare Theatre,"Washington, DC","To support plays produced in rotating repertory, collaborations with arts and cultural organizations, and expanded and thematic programming","250,000"
2006,PERFORMING ARTS,"Spanish Theatre Repertory Company, Ltd.","New York, New York",To support new play development,"80,000"
2006,PERFORMING ARTS,"St. Luke's Chamber Ensemble, Inc.","New York, New York",To support artistic initiatives and organizational development,"650,000"
2006,PERFORMING ARTS,"St. Luke's Chamber Ensemble, Inc.","New York, New York",To support planning for an orchestra rehearsal facility in New York City,"150,000"
2006,PERFORMING ARTS,Sundance Institute,"Park City, Utah","To support a year-round new work development program for playwrights, and a commissioning fund","75,000"
2006,PERFORMING ARTS,Theatre and Arts Foundation of San Diego County,"La Jolla, California",To support transition planning,"20,000"
2006,PERFORMING ARTS,"Theatre Communications Group, Inc.","New York, New York","To support the seventh and eighth rounds of New Generations, and a pilot program of international partnerships","1,550,000"
2006,PERFORMING ARTS,"Theatre Communications Group, Inc.","New York, New York",To support professional development programs and services to the field,"250,000"
2006,PERFORMING ARTS,"Theatre Communications Group, Inc.","New York, New York",To support transition planning and research,"48,100"
2006,PERFORMING ARTS,Theatre de la Jeune Lune,"Minneapolis, Minnesota",To support artistic initiatives and organizational development,"70,000"
2006,PERFORMING ARTS,"Theatre for a New Audience, Inc.","New York, New York","To support productions of The Merchant of Venice, The Jew of Malta, and Oroonoko","150,000"
2006,PERFORMING ARTS,"Thin Man Dance, Inc.","New York, New York",To support the development of new work,"15,000"
2006,PERFORMING ARTS,Trinity Repertory Company,"Providence, Rhode Island","To support stipends for the acting company, and a summer play laboratory","75,000"
2006,PERFORMING ARTS,The University of the Arts,"Philadelphia, Pennsylvania",To support a convening of newspaper editors and arts journalists to address the changing role of the critic,"15,000"
2006,PERFORMING ARTS,"The Virginia Arts Festival, Inc.","Norfolk, Virginia",To support the John Duffy Composers Institute,"10,000"
2006,PERFORMING ARTS,"Walker Art Center, Inc.","Minneapolis, Minnesota","To support theater and dance commissions, residencies, and projects","50,000"
2006,PERFORMING ARTS,"The Wooster Group, Inc.","New York, New York",To support artistic initiatives and organizational development,"50,000"
2006,PERFORMING ARTS,Yale University,"New Haven, Connecticut",To support the new play program of the Yale Repertory Theatre,"75,000"
2006,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,Allegheny College,"Meadville, Pennsylvania",To support a faculty career enhancement program,"300,000"
2006,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,Allegheny College,"Meadville, Pennsylvania","To support programs to enhance the diversity of the student body, faculty and staff, and the curriculum","200,000"
2006,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Council of Learned Societies,"New York, New York","To support dissertation completion fellowships for graduate students in the humanities and humanistic social sciences, and portable early career fellowships for recent PhD recipients in these fields","3,200,000"
2006,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,The American Foundation for the University,"Washington, DC",To support planning for the development of an open source student services system for higher education,"46,000"
2006,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Indian College Fund,"Denver, Colorado",To renew support for the Mellon Faculty Career Enhancement Fellowship Program,"450,000"
2006,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Political Science Association,"Washington, DC",To support planning for an initiative to strengthen political science scholarship in Africa,"41,800"
2006,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American School of Classical Studies at Athens,"Princeton, New Jersey",To support implementation of the first phase of a long-term plan for improving the management and dissemination of the School's library and data collections,"291,000"
