year,category,recipient,location,grant_description,award_amt
2000,CONSERVATION AND THE ENVIRONMENT,Stanford University,Stanford,California,,,To support a program of ecological research and training,"800,000"
2000,CONSERVATION AND THE ENVIRONMENT,Stanford University,Stanford,California,,,To support a program of ecological research and training,"300,000"
2000,CONSERVATION AND THE ENVIRONMENT,Trust for Public Land,San Francisco,California,,,For use as general support,"2,500,000"
2000,CONSERVATION AND THE ENVIRONMENT,Trust for Public Land,San Francisco,California,,,For use as general support,"1,750,000"
2000,CONSERVATION AND THE ENVIRONMENT,Universidad de Costa Rica,San Jose,,,Costa Rica,To support a program of ecological research and training,"290,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of California at Davis,Davis,California,,,To support a program of ecological research and training,"310,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of California at Davis,Davis,California,,,To support a program of ecological research and training,"76,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of California at Riverside,Riverside,California,,,To support studies of the effects of environmental regulations,"150,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,Santa Barbara,California,,,To support a program of ecological research and training,"320,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,Santa Barbara,California,,,To support a program of ecological research and training,"288,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of California at Santa Barbara,Santa Barbara,California,,,To support a program of ecological research and training,"170,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Canterbury,Christchurch,,,New Zealand,To support a program of ecological research and training,"320,000"
2000,CONSERVATION AND THE ENVIRONMENT,"University of Cape Town Fund, Inc.",New York,New York,,,To support a program of ecological research and training,"380,000"
2000,CONSERVATION AND THE ENVIRONMENT,"University of Cape Town Fund, Inc.",New York,New York,,,To support a program of ecological research and training,"163,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Colorado at Boulder,Boulder,Colorado,,,To support a program of ecological research and training,"195,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Connecticut,Storrs,Connecticut,,,To support a program of ecological research and training,"350,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Georgia,Athens,Georgia,,,To support a program of ecological research and training,"65,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Montana,Missoula,Montana,,,To support a program of ecological research and training,"360,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Nevada at Las Vegas,Las Vegas,Nevada,,,To support a program of ecological research and training,"235,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Nevada at Reno,Reno,Nevada,,,To support a program of ecological research and training,"90,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Pennsylvania,Philadelphia,Pennsylvania,,,To support a program of ecological research and training,"415,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Puerto Rico,San Juan,Puerto Rico,,,To support a program of ecological research and training,"239,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of the Witwatersrand,Johannesburg,,,South Africa,To support a program of ecological research and training,"25,000"
2000,CONSERVATION AND THE ENVIRONMENT,University of Wisconsin at Madison,Madison,Wisconsin,,,To support a program of ecological research and training,"690,000"
2000,CONSERVATION AND THE ENVIRONMENT,Woods Hole Oceanographic Institution,Woods Hole,Massachusetts,,,To support a program of ecological research and training,"220,000"
2000,CONSERVATION AND THE ENVIRONMENT,Yale University,New Haven,Connecticut,,,To support a summary publication of research projects on basic ecology of the Copper River Delta in Alaska,"30,000"
2000,CONSERVATION AND THE ENVIRONMENT,Yale University,New Haven,Connecticut,,,To support a program of ecological research and training,"28,000"
2000,MUSEUMS AND ART CONSERVATION                                                                       ,Art Institute of Chicago,Chicago,Illinois,,,To establish a permanent endowment in support of a Senior Conservation Scientist and to establish and operate a scientific laboratory,"2,750,000"
2000,MUSEUMS AND ART CONSERVATION                                                                       ,Art Institute of Chicago,Chicago,Illinois,,,To improve scholarly access to unique archival documents,"750,000"
2000,MUSEUMS AND ART CONSERVATION                                                                       ,Brooklyn Institute of Arts and Sciences,Brooklyn,New York,,,To improve scholarly access to unique archival documents,"750,000"
2000,MUSEUMS AND ART CONSERVATION                                                                       ,"Buffalo State College Foundation, Inc.",Buffalo,New York,,,To establish a permanent endowment in support of graduate conservation fellowships and to facilitate curriculum development,"2,400,000"
2000,MUSEUMS AND ART CONSERVATION                                                                       ,Detroit Institute of Arts Founders Society,Detroit,Michigan,,,To establish a permanent endowment in support of curatorial research and travel and a program for visiting curatorial specialists,"750,000"
2000,MUSEUMS AND ART CONSERVATION                                                                       ,Foundation of the American Institute for,Washington,DC,,,To endow a program for mid-career training of conservation professionals and to support the position of Program Director,"1,800,000"
2000,MUSEUMS AND ART CONSERVATION                                                                       ,Foundation of the American Institute for,Washington,DC,,,To support a study tour in France for mid-career wooden artifact conservators,"45,000"
2000,MUSEUMS AND ART CONSERVATION,George Eastman House,Rochester,New York,,,For supplementary equipment to support training in the field of photograph conservation,"145,250"
2000,MUSEUMS AND ART CONSERVATION,George Eastman House,Rochester,New York,,,To support expenses associated with the selection process for the Mellon Advanced Residency Program in Photograph Conservation,"14,000"
2000,MUSEUMS AND ART CONSERVATION,Henry E. Huntington Library & Art Gallery,San Marino,California,,,To establish three postdoctoral Andrew W. Mellon Curatorial Fellowships,"390,000"
2000,MUSEUMS AND ART CONSERVATION,Institute of Fine Arts Foundation,New York,New York,,,To establish a permanent endowment in support of graduate conservation fellowships and to facilitate curriculum development,"1,800,000"
2000,MUSEUMS AND ART CONSERVATION,"Isabella Stewart Gardner Museum, Inc.",Boston,Massachusetts,,,To support scholarly exhibitions based on the permanent collection,"750,000"
2000,MUSEUMS AND ART CONSERVATION,"Isabella Stewart Gardner Museum, Inc.",Boston,Massachusetts,,,To support scholarly exhibitions based on the permanent collection,"50,000"
2000,MUSEUMS AND ART CONSERVATION,Kansas University Endowment Association,Lawrence,Kansas,,,To establish a permanent endowment to strengthen the educational role of the museum's collections and programs,"475,000"
2000,MUSEUMS AND ART CONSERVATION,"Museum of Fine Arts, Boston",Boston,Massachusetts,,,To improve scholarly access to unique archival documents,"750,000"
2000,MUSEUMS AND ART CONSERVATION,Philadelphia Museum of Art,Philadelphia,Pennsylvania,,,To establish a permanent endowment in support of one Senior Conservatorship and three post-graduate conservation fellowships and to support publication and presentation projects directly related to conservation,"2,625,000"
2000,MUSEUMS AND ART CONSERVATION,Philadelphia Museum of Art,Philadelphia,Pennsylvania,,,To improve scholarly access to unique archival documents,"750,000"
2000,MUSEUMS AND ART CONSERVATION,Seattle Art Museum,Seattle,Washington,,,To establish a permanent endowment in support of the Conservation Department and to support the position of Chief Conservator,"1,750,000"
2000,MUSEUMS AND ART CONSERVATION,University of Chicago,Chicago,Illinois,,,To establish a permanent endowment to strengthen the educational role of the museum's collections and programs,"500,000"
2000,MUSEUMS AND ART CONSERVATION,University of Delaware,Newark,Delaware,,,To establish a permanent endowment in support of graduate conservation fellowships and to facilitate curriculum development,"1,300,000"
2000,MUSEUMS AND ART CONSERVATION,University of Delaware,Newark,Delaware,,,To support additional expenses associated with a collaborative workshop in photograph conservation,"25,500"
2000,PERFORMING ARTS,"Alabama Shakespeare Festival, Inc.",Montgomery,Alabama,,,To support the Southern Writers' Project,"250,000"
2000,PERFORMING ARTS,Alliance of Resident Theatres,New York,New York,,,To expand its revolving loan program for New York nonprofit theaters and to strengthen institutional performance,"1,000,000"
2000,PERFORMING ARTS,American Conservatory Theatre Foundation,San Francisco,California,,,To support artistic initiatives,"300,000"
2000,PERFORMING ARTS,"American Music Center, Inc.",New York,New York,,,For use as matching endowment and to support information programs and services to the field,"2,500,000"
2000,PERFORMING ARTS,"Ballet Theatre Foundation, Inc.",New York,New York,,,To support design and production costs of The Pied Piper of Hamelin,"50,000"
2000,PERFORMING ARTS,"Baltimore Symphony Orchestra, Inc.",Baltimore,Maryland,,,To strengthen artistic and administrative performance,"800,000"
2000,PERFORMING ARTS,Boston Modern Orchestra Project Inc.,Boston,Massachusetts,,,To strengthen administrative capacity ............,"50,000"
2000,PERFORMING ARTS,"Boston Symphony Orchestra, Inc.",Boston,Massachusetts,,,To support the Tanglewood Music Center's Interarts Initiative,"50,000"
2000,PERFORMING ARTS,"Brooklyn Philharmonic Symphony Orchestra, Inc.",Brooklyn,New York,,,To support its strategic planning process,"50,000"
2000,PERFORMING ARTS,"Center Stage Associates, Inc.",Baltimore,Maryland,,,To support artistic initiatives and the associate artist program,"225,000"
2000,PERFORMING ARTS,Center Theatre Group of Los Angeles,Los Angeles,California,,,To support new play development and resident artist programs,"275,000"
2000,PERFORMING ARTS,Chicago Symphony Orchestra,Chicago,Illinois,,,To support its Musician Residency Program,"600,000"
2000,PERFORMING ARTS,Conductors' Retreat at Medomak,Ann Arbor,Michigan,,,To support artistic initiatives and strengthen administrative capacity,"44,000"
2000,PERFORMING ARTS,"Connecticut Players Foundation, Inc.",New Haven,Connecticut,,,To support its Playwrights Program,"225,000"
2000,PERFORMING ARTS,"Cornerstone Theater Company, Inc.",Los Angeles,California,,,To support its strategic planning process,"10,000"
2000,PERFORMING ARTS,"Dance Works, Inc.",New York,New York,,,To support the Pentacle Help Desk,"15,000"
2000,PERFORMING ARTS,"Eugene O'Neill Memorial Theater Center, Inc.",New York,New York,,,To support the National Playwrights Conference,"50,000"
2000,PERFORMING ARTS,Grantmakers in the Arts,Seattle,Washington,,,"To support research, publications, and information services","10,000"
2000,PERFORMING ARTS,Guthrie Theatre Foundation,Minneapolis,Minnesota,,,To support its Company Development Program,"250,000"
2000,PERFORMING ARTS,Intiman Theatre,Seattle,Washington,,,To support artistic initiatives,"150,000"
2000,PERFORMING ARTS,"Jacob's Pillow Dance Festival, Inc.",Lee,Massachusetts,,,To support planning for its media residency program for choreographers,"50,000"
2000,PERFORMING ARTS,Louisiana Philharmonic Orchestra,New Orleans,Louisiana,,,To strengthen artistic and administrative performance,"800,000"
2000,PERFORMING ARTS,Lyric Opera of Chicago,Chicago,Illinois,,,To support productions of American operas,"1,200,000"
2000,PERFORMING ARTS,"Marlboro School of Music, Inc.",Philadelphia,Pennsylvania,,,For use as endowment,"750,000"
2000,PERFORMING ARTS,McCarter Theatre Company,Princeton,New Jersey,,,To support new play development,"225,000"
2000,PERFORMING ARTS,Musical Arts Association,Cleveland,Ohio,,,To strengthen artistic and administrative performance,"600,000"
2000,PERFORMING ARTS,National Guild of Community Schools,Englewood,New Jersey,,,To support partnership programs between orchestras and community music schools,"50,000"
2000,PERFORMING ARTS,New Jersey Performing Arts Center Corporation,Newark,New Jersey,,,To support costs of its Community Subsidy Program,"40,000"
2000,PERFORMING ARTS,New Mexico Symphony Orchestra,Albuquerque,New Mexico,,,To strengthen artistic and administrative performance,"600,000"
2000,PERFORMING ARTS,New World Symphony Inc.,Miami Beach,Florida,,,To support musician training and artistic activities,"50,000"
2000,PERFORMING ARTS,"New York Theatre Workshop, Inc.",New York,New York,,,To support artistic initiatives,"225,000"
2000,PERFORMING ARTS,"Opera America, Inc.",Washington,DC,,,For use as matching endowment ................,"2,200,000"
2000,PERFORMING ARTS,Philadelphia Orchestra Association,Philadelphia,Pennsylvania,,,To support its strategic planning process,"50,000"
2000,PERFORMING ARTS,Pittsburgh Symphony Society,Pittsburgh,Pennsylvania,,,To strengthen artistic and administrative performance,"200,000"
2000,PERFORMING ARTS,"Playwright's Horizons, Inc.",New York,New York,,,To support new play development,"225,000"
2000,PERFORMING ARTS,Richmond Symphony,Richmond,Virginia,,,To strengthen artistic and administrative performance,"700,000"
2000,PERFORMING ARTS,Saint Paul Chamber Orchestra Society,Saint Paul,Minnesota,,,To strengthen artistic and administrative performance,"200,000"
2000,PERFORMING ARTS,San Francisco Symphony,San Francisco,California,,,To strengthen artistic and administrative performance,"200,000"
2000,PERFORMING ARTS,Saratoga International Theater Institute Inc.,New York,New York,,,To support costs of set construction for War of the Worlds,"45,000"
2000,PERFORMING ARTS,"Seattle Symphony Orchestra, Inc.",Seattle,Washington,,,To strengthen artistic and administrative performance,"700,000"
2000,PERFORMING ARTS,Shakespeare Theatre,Washington,DC,,,To support artistic initiatives,"275,000"
2000,PERFORMING ARTS,"Spanish Theatre Repertory Company, Ltd.",New York,New York,,,To support artistic initiatives,"225,000"
2000,PERFORMING ARTS,"St. Lukes Chamber Ensemble, Inc.",New York,New York,,,To strengthen artistic and administrative performance,"600,000"
2000,PERFORMING ARTS,Sundance Institute,Salt Lake City,Utah,,,To support the Sundance Theatre Laboratory,"450,000"
2000,PERFORMING ARTS,"Theatre Communications Group, Inc.",New York,New York,,,To establish the New Generations Mentorship Program,"2,000,000"
2000,PERFORMING ARTS,Theatre de la Jeune Lune,Minneapolis,Minnesota,,,To support artistic and administrative development,"150,000"
2000,PERFORMING ARTS,Theatre for a New Audience Inc.,New York,New York,,,To support administrative development and the American Directors Project,"225,000"
2000,PERFORMING ARTS,Theatre for a New Audience Inc.,New York,New York,,,To support market research and planning,"32,000"
2000,PERFORMING ARTS,Trinity Repertory Company,Providence,Rhode Island,,,To support new play development and resident artist programs,"225,000"
2000,PERFORMING ARTS,Virginia Polytechnic Institute and State University,Blacksburg,Virginia,,,To support the Orchestra Exchange Program,"50,000"
2000,PERFORMING ARTS,Yale University,New Haven,Connecticut,,,To support Yale Repertory Theatre's Associate Artist Program,"150,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,Academia Istropolitana Nova,Sväty Jur,,,Slovakia,"To support a program in public administration, library improvements, and general management","350,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,Academy of Political Science,New York,New York,,,To support the design and publication of an electronic version of Political Science Quarterly,"102,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,Acadia University,Wolfville,,, Canada,To study the best way to provide new studio classrooms for several science departments and to consider ways to connect them to local schools,"50,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,Adelphi University,Garden City,,,,To support the formulation of an information technology strategy,"32,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,American Antiquarian Society,Worcester,,,,To support postdoctoral fellowships,"500,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,American Council of Learned Societies,New York,,,,To support research leaves for junior faculty members in the humanities,"2,300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,American Council of Learned Societies,New York,,,,To support core activities and new initiatives,"2,000,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,American Council of Learned Societies,New York,,,,To support a subscription to JSTOR and its introduction to scholarly associations,"14,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP                                                                    ,American Council on Education,Washington,,,,To support a project to bring a greater international focus to undergraduate education,"42,600"
2000,HIGHER EDUCATION AND SCHOLARSHIP,"American Economic Association, Inc.",Nashville,,,,To support research on the evolving role of regional economic associations,"6,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,American Friends of the Institute of,Ithaca,,,,To support efforts to increase the level of private sector support for the Institute of Historical Research,"50,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,American Fund of the University,Chicago,,,,To support graduate fellowships for students from disadvantaged backgrounds and to prepare them for academic careers,"900,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,American Philosophical Society,Philadelphia,,,,To support sabbatical fellowships for faculty members in the humanities and social sciences,"1,475,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,American Political Science Association,Washington,,,,"To support a planning study, conducted in partnership with the Harvard University Library, to determine the feasibility and costs of establishing an online scholarly portal for the Association","50,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,American Pontifical Institute,Plymouth,,,,To endow a faculty chair in manuscript studies,"840,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,American Society of International Law,Washington,,,,To support the development of discipline-based portal services,"680,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,"American University of Paris, Inc.",Paris,,,,To implement a new curriculum,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Amherst College,Amherst,,,,To support a postdoctoral fellowship program,"500,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Amherst College,Amherst,,,,To strengthen the relationship between the academic and residential programs,"105,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Amherst College,Amherst,,,,To support faculty career enhancement,"91,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Amherst College,Amherst,,,,To design a business plan for the journal Hopscotch: A Cultural Review,"15,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,Berea,,,,To foster presidential collaborative projects among member colleges,"3,000,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,Berea,,,,To support a study of graduates of colleges in Central Appalachia,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,Berea,,,,To support digitization of selected archival materials at seven Appalachian colleges,"50,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Associated Colleges of Central Kansas,McPherson,,,,To support an enrollment management project,"45,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the Midwest, Inc.",Chicago,,,,To support programs in information literacy and collaborative collections management,"645,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the Midwest, Inc.",Chicago,,,,To promote cooperation and collaboration among liberal arts colleges,"500,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the South, Inc.",Atlanta,,,,To promote cooperation and collaboration among liberal arts colleges,"500,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the South, Inc.",Atlanta,,,,"To support centers for educational technology in the Northeast, South, and Midwest","146,500"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Association for Core Texts and Courses,Philadelphia,,,,To permit a group of American scholars to consult on the development of core humanities programs in several universities in Central Asia,"15,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Association of Vermont Independent Colleges,Shelburne,,,,To support a collaborative venture in environmental science and technology,"45,400"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Association pour le Rayonnement,Paris,,,,To support the planning and organizing of the digitization of Dunhuang materials as part of the Mellon International Dunhuang Archive,"50,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Association pour le Rayonnement,Paris,,,,To support the digitization and documentation of objects and photographs to be included in the Mellon International Dunhuang Archive,"420,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Austin College,Sherman,,,,To support faculty career enhancement and institutional planning on the use of instructional technology,"25,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bard College,Annandale-on-Hudson,,,,"To support an interdisciplinary program in human rights, sponsored by Southern African universities and United States liberal arts colleges","320,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,New York,,,,To endow a postdoctoral fellowship program,"1,500,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,New York,,,,To support faculty career enhancement,"650,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,New York,,,,To support the renewal of an undergraduate fellowship program,"400,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,New York,,,,To strengthen the relationship between the academic and residential programs,"122,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bates College,Lewiston,,,,To assist presidents of liberal arts and historically black colleges to meet the goals they have set for their respective institutions,"250,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bennington College,Bennington,,,,To support a new distance learning component for the college's language center,"40,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bethune-Cookman College,Daytona Beach,,,,To assist presidents of liberal arts and historically black colleges to meet the goals they have set for their respective institutions,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,Brunswick,,,,To support the renewal of an undergraduate fellowship program,"400,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,Brunswick,,,,To support existing environmental studies programs,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,Brunswick,,,,To strengthen the relationship between the academic and residential programs,"90,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,British Library,London,,,,"To support the digitization of manuscripts, texts, and related materials from the Library's Stein Collection","7,100"
2000,HIGHER EDUCATION AND SCHOLARSHIP,British Library,London,,,,To support the digitization and documentation of manuscripts and printed scrolls for the Mellon International Dunhuang Archive,"1,100,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Brookings Institution,Washington,,,,To support postdoctoral fellowships,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Brooklyn College,Brooklyn,,,,To support the renewal of an undergraduate fellowship program,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,Providence,,,,To support postdoctoral fellowships at the John Carter Brown Library,"400,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,Providence,,,,To support a project measuring the pedagogic effectiveness and costs of using technology to improve undergraduate instruction,"400,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,Providence,,,,To support the renewal of an undergraduate fellowship program,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,Bryn Mawr,,,,To support the renewal of an undergraduate fellowship program,"400,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,Bryn Mawr,,,,To strengthen the relationship between the academic and residential programs,"92,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,Bryn Mawr,,,,"To support planning for the future of graduate programs in the history of art, classics, and classical and Near Eastern archeology","50,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,"Burlington Magazine Foundation, Inc.",New York,,,,To sustain and enhance the quality and accessibility of the magazine,"641,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,California Institute of Technology,Pasadena,,,,To support the renewal of an undergraduate fellowship program,"150,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,Northfield,,,,To support faculty career enhancement,"600,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,Northfield,,,,To support the renewal of an undergraduate fellowship program,"350,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Carleton College,Northfield,,,,To support existing environmental studies programs,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Carnegie Mellon University,Pittsburgh,,,,To support the establishment of a Center for the Arts in Society,"800,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Carnegie Mellon University,Pittsburgh,,,,To support a project measuring the pedagogic effectiveness and costs of using technology to improve undergraduate instruction,"550,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Case Western Reserve University,Cleveland,,,,"To support new ""Mellon Seminars: Issues in Interpretation""","48,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,CERGE-EI Foundation,Teaneck,,,,For use as endowment,"1,000,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,China Cultural Property Promotion Association,Beijing,,,,To hire a translator for the training program that is part of the cooperative project between the Dunhuang Research Academy and the Foundation,"43,400"
2000,HIGHER EDUCATION AND SCHOLARSHIP,China Cultural Property Promotion Association,Beijing,,,,To support development of a training program in China as part of the cooperative project between the Dunhuang Research Academy and the Foundation,"5,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,"Citizens' Scholarship Foundation of America, Inc.",St. Peter,,,,To support a planning initiative with six selective liberal arts colleges to prepare low-income and minority students for higher education,"50,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,City University of New York,New York,,,,"To support new ""Mellon Seminars: Issues in Interpretation""","45,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Claremont McKenna College,Claremont,,,,To support a strategic planning process,"50,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,College of William and Mary,Williamsburg,,,,To support existing environmental studies programs,"300,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,College of Wooster,Wooster,,,,To support a new curriculum,"400,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,New York,,,,To support postdoctoral fellowships in the humanities,"1,700,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,New York,,,,To support the improvement of foreign language instruction and its greater cost-effectiveness,"1,200,000"
2000,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,New York,,,,"To support the construction and implementation of reliable measures of the uses, costs, and benefits of electronic publishing initiatives","530,000"
