year,category,recipient,location,grant_description,award_amt
2010,HIGHER EDUCATION AND SCHOLARSHIP,Claremont McKenna College,"Claremont, California","To provide bridge support for tenure-track appointments in philosophy, political theory, and religious studies, and for the appointment of graduate writing fellows to work with students on writing, research, and the uses of instructional technology and presentation","750,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Clark Atlanta University,"Atlanta, Georgia",To support planning for improved student recruitment and retention,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Clark University,"Worcester, Massachusetts",To support teaching and learning strategies that connect the theory and practice of liberal education,"99,628"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Colby College,"Waterville, Maine",To support an environmental studies program,"600,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Colby College,"Waterville, Maine",To support planning for the future needs of the humanities,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,College of the Holy Cross,"Worcester, Massachusetts",To support the establishment of the Center for Teaching and Learning,"150,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,College of the Holy Cross,"Worcester, Massachusetts",To support summer research opportunities for students in the humanities and humanistic social sciences,"67,630"
2010,HIGHER EDUCATION AND SCHOLARSHIP,College of Wooster,"Wooster, Ohio",To support an environmental studies program,"254,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Colorado College,"Colorado Springs, Colorado",To support a program of curricular renewal to facilitate artistic collaborations across the curriculum,"490,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Colorado College,"Colorado Springs, Colorado",To support faculty development initiatives to improve the mentoring and retention of new tenure-track faculty,"150,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support postdoctoral fellowships in the humanities and humanistic social sciences,"2,051,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York","To endow a dissertation fellowship in the history, philosophy, and sociology of science","800,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support an Emeritus Fellowship,"4,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Connecticut College,"New London, Connecticut",To support the Mellon Mays Undergraduate Fellowship program,"22,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Convergence,"Washington, DC",To support a one-year postdoctoral fellowship that would bolster the U.S.-Muslim Engagement Initiative,"85,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support postdoctoral fellowships in the humanities and humanistic social sciences,"2,000,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York","To support a series of workshops, conferences, and competitions to disseminate the results of scholarship on performance practice and keyboard instruments of the 18th and 19th centuries","400,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support a dissertation seminar in the humanities,"161,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support the dissemination to performers of scholarship on performance practice and keyboard instruments of the 18th and 19th centuries,"70,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support an Emeritus Fellowship,"54,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support an Emeritus Fellowship,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Davidson College,"Davidson, North Carolina",To support bridge appointments in Islamic and environmental studies and undergraduate research,"671,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Davidson College,"Davidson, North Carolina",To support a New Directions Fellowship,"252,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Dillard University,"New Orleans, Louisiana",To support planning for curriculum revision,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Drew University,"Madison, New Jersey",To support faculty bridge appointments in anticipation of retirements,"700,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support initiatives aimed at strengthening the role that the John Hope Franklin Humanities Institute plays in the instructional and scholarly activities of the university,"823,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support a New Directions Fellowship,"321,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina","To support a Sawyer Seminar on the Comparative Study of Cultures entitled ""Phenomenology Between Mind and Media""","175,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support the Mellon Mays Undergraduate Fellowship program,"123,800"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support an Emeritus Fellowship,"55,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Earlham College,"Richmond, Indiana",To support an environmental studies program,"347,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Emory University,"Atlanta, Georgia",To support renewal of the Visiting Scholars Program at the James Weldon Johnson Institute for Advanced Interdisciplinary Studies,"533,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Fisk University,"Nashville, Tennessee",To support an academic bridge program,"400,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Fisk University,"Nashville, Tennessee",To support planning of a comprehensive recruitment and retention program,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Five Colleges Incorporated,"Amherst, Massachusetts",To support initiatives of the Five College Center for the Study of World Languages to mainstream programs in the least commonly taught languages,"498,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Five Colleges Incorporated,"Amherst, Massachusetts",To support presidential initiatives,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Franklin & Marshall College,"Lancaster, Pennsylvania",To support integration of the Phillips Museum of Art and the Franklin & Marshall curriculum,"500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,French American Cultural Exchange,"New York, New York",To support the Partner University Fund Program to establish partnerships in the humanities between universities in France and the United States,"954,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Gallaudet University,"Washington, DC",To support the expansion of the Gallaudet Video Library to encompass the full range of artifact formats as the Gallaudet Deaf Digital Library,"500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Gallaudet University,"Washington, DC",To support presidential initiatives,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,George Mason University,"Fairfax, Virginia",To develop a technical interface to extract and map information from the Foundation-funded Plants Database that will enlarge the possibilities of historical inquiry,"52,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Gettysburg College,"Gettysburg, Pennsylvania","To provide bridge support for a tenure-track position in Arabic languages and cultures, undergraduate research, and faculty workshops on the Middle East and Islam","532,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Gettysburg College,"Gettysburg, Pennsylvania",To support presidential initiatives,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support an Emeritus Fellowship,"53,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,"Great Lakes Colleges Association, Inc.","Ann Arbor, Michigan",To establish an endowment in support of administrative operations that serve academic programs and to assist with current operating costs,"2,700,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Grinnell College,"Grinnell, Iowa",To support the Mellon Mays Undergraduate Fellowship program,"22,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Hamilton College,"Clinton, New York",To support an initiative that will transform the humanities curriculum and enhance opportunities for student-faculty research collaborations,"800,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Hamilton College,"Clinton, New York","To support continuing collaborative efforts of the New York Six Liberal Arts Consortium in the areas of library collections, information technology, and faculty development","600,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Hamilton College,"Clinton, New York",To support planning of the New York Six Liberal Arts Consortium,"34,270"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Hampden-Sydney College,"Hampden-Sydney, Virginia",To support the development of a strategic plan,"55,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support a Distinguished Achievement Award,"1,500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support a summer school of theater and performance research,"351,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support the Mellon Mays Undergraduate Fellowship program,"123,800"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support an Emeritus Fellowship,"51,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,HBCU Library Alliance Inc.,"Atlanta, Georgia",To support documentation and dissemination of the organization's history and accomplishments,"71,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Hendrix College,"Conway, Arkansas",To support faculty development workshops in the digital humanities and bridge support for the director of the college's Educational Technology Center,"600,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Hendrix College,"Conway, Arkansas",To support initiatives to enhance and expand the breadth and depth of the curriculum,"150,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Henry E. Huntington Library & Art Gallery,"San Marino, California",To support the endowment of a distinguished fellowship in 19th-century American history,"500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Hobart and William Smith Colleges,"Geneva, New York",To support a program for faculty renewal,"800,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Howard University,"Washington, DC",To support planning for renewal of the university's Founders Library and Moorland-Spingarn Research Center,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,The IHR Trust,"London, United Kingdom",To support doctoral and predoctoral fellowships for graduate students at North American universities to work on research materials held in British institutions,"730,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana",To support a New Directions Fellowship,"297,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Johns Hopkins University,"Baltimore, Maryland",To support an Emeritus Fellowship,"44,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Johns Hopkins University,"Baltimore, Maryland",To support an Emeritus Fellowship,"24,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Johnson C. Smith University,"Charlotte, North Carolina",To support planning for and piloting of recruitment activities for the institution's new arts curriculum,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Kenyon College,"Gambier, Ohio",To support interdisciplinary programs in the Russian and Arabic languages and cultures,"600,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,The Kohala Center,"Kamuela, Hawaii",To support the renewal of dissertation and postdoctoral fellowships for Native Hawaiian scholars and others committed to the advancement of Hawaiian history and culture,"500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Lake Forest College,"Lake Forest, Illinois",To support restructuring of the first-year studies program,"539,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Lawrence University,"Appleton, Wisconsin",To support faculty renewal,"525,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Lewis and Clark College,"Portland, Oregon",To support an environmental studies program,"600,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Macalester College,"St. Paul, Minnesota",To support faculty members at various stages of the professorial life cycle,"600,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Macalester College,"St. Paul, Minnesota",To support a fine arts performance and exhibit series as well as global citizenship projects,"150,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Marlboro College,"Marlboro, Vermont",To support curricular planning in the humanities,"49,770"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Middlebury College,"Middlebury, Vermont",To support ongoing scholarly activities by a former New Directions recipient,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Middlebury College,"Middlebury, Vermont",To support an Emeritus Fellowship,"13,200"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Morehouse College,"Atlanta, Georgia",To support planning of a Film and Digital Media Studies program,"48,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,National Humanities Center,"Research Triangle Park, North Carolina",To support fellowship stipends,"700,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,National Humanities Center,"Research Triangle Park, North Carolina",To support a program of transatlantic summer institutes for recent PhDs in the humanities and related social sciences affiliated with US and European institutions,"485,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,The New School,"New York, New York","To support curricular collaboration between Eugene Lang College and the American University of Paris in developing global literary studies, transnational cultural studies, and comparative urban and immigration studies","314,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,The New School,"New York, New York",To support an Emeritus Fellowship,"55,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support graduate study in key humanities departments and to endow dissertation fellowships in the humanities,"2,500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support the Institute of Fine Arts in conducting a series of review panels and related activities to examine the state of advanced research in art history and allied fields,"1,523,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support a dissertation seminar in the humanities,"486,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support a summer pre-dissertation workshop for graduate students in the Department of History,"450,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support an Emeritus Fellowship,"55,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support an Emeritus Fellowship,"53,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support a Distinguished Achievement Award,"1,500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support activities to strengthen the interdisciplinary reach of the field of dance studies and the work of young dance scholars,"1,420,700"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support an Emeritus Fellowship,"55,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support the Mellon Mays Undergraduate Fellowship program,"22,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois","To support continued work on a database created under a Sawyer Seminar on the Comparative Study of Cultures entitled ""Theatre After Athens: Reception and Revisions of Ancient Greek Drama""","20,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To support bridge positions that will enable faculty realignment and curricular revision in key departments,"800,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To support an Emeritus Fellowship,"38,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Occidental College,"Los Angeles, California",To support the integration of digital resources into student and faculty teaching and scholarship,"700,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Occidental College,"Los Angeles, California",To support an integrated planning process for curricular change in the humanities and humanistic social sciences,"700,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Occidental College,"Los Angeles, California",To support presidential initiatives,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Ohio Wesleyan University,"Delaware, Ohio",To support curricular reform,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,"Organization for Tropical Studies, Inc.","Durham, North Carolina",To renew a study abroad fellowship program for outstanding undergraduate students in ecology,"350,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,"Organization for Tropical Studies, Inc.","Durham, North Carolina",To support student diversity and enhance the involvement of liberal arts colleges in the organization's undergraduate semester abroad program in South Africa,"300,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Oxford Centre for Islamic Studies,"Oxford, United Kingdom",To support the research and editorial work for the Atlas of the Social and Intellectual History of Muslims in South Asia,"300,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Pitzer College,"Claremont, California",To support the position of faculty director at the Center for the Study of Global Communities,"150,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Pomona College,"Claremont, California",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Pontifical Institute of Mediaeval Studies,"Toronto, Canada","To support an intensive summer program in manuscript studies, in collaboration with the American Academy in Rome","184,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support an Emeritus Fellowship,"55,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Queen's University at Kingston,"Kingston, Canada",To support editorial and related costs for the Benjamin Disraeli Letters project,"357,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Queens College,"Flushing, New York",To support bridge appointments for tenure-track positions in Arabic and Korean and the development of a proficiency-based language curriculum,"309,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Queens College,"Flushing, New York",To support the Mellon Mays Undergraduate Fellowship program,"123,800"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Reed College,"Portland, Oregon",To support summer research for faculty in the humanities and for biology students,"150,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Rhodes College,"Memphis, Tennessee",To support planning for the integration of public and digital arts into the curriculum,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Rhodes University,"Grahamstown, South Africa",To support strengthening the university's research culture through the engagement of senior research scholars,"400,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Rhodes University,"Grahamstown, South Africa",To support the planning of a jazz heritage studies and archive development program,"97,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Rice University,"Houston, Texas",To support research seminars and related activities for faculty members and graduate students in the School of Humanities,"220,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support postdoctoral fellowships in the humanities and related social sciences,"1,617,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support an Emeritus Fellowship,"25,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Salzburg Global Seminar,"Washington, DC",To support the renewal of an International Study fellowship program for faculty members at historically black colleges and universities,"333,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Sarah Lawrence College,"Bronxville, New York",To support the planning and development of an environmental studies program,"95,900"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Scripps College,"Claremont, California",To support strengthening the core curriculum in interdisciplinary humanities,"500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Scripps College,"Claremont, California",To support presidential initiatives,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support a two-year postdoctoral fellowship in environmental science and policy,"150,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support an Emeritus Fellowship,"39,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,"Southern Education Foundation, Inc.","Atlanta, Georgia",To support preparation for reaccreditation reviews by historically black colleges and universities,"300,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Spelman College,"Atlanta, Georgia",To support a pilot cooperative education program,"150,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Spelman College,"Atlanta, Georgia",To support planning to increase undergraduate student research opportunities,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,St. John's College,"Annapolis, Maryland",To support the redesign of the biology curriculum,"250,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,St. Lawrence University,"Canton, New York",To support presidential initiatives,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,St. Lawrence University,"Canton, New York",To support strategic and curricular planning,"49,190"
2010,HIGHER EDUCATION AND SCHOLARSHIP,St. Olaf College,"Northfield, Minnesota",To support faculty bridge appointments in anticipation of retirements,"600,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support a New Directions Fellowship,"260,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California","Transnational Perspectives on Rapid Cultural, Economic, and Environmental Transformations in the 19th-Century Settler Colonies of Western Australia, Western Canada, the Western United States, and the Pacific Islands""","175,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support the Mellon Mays Undergraduate Fellowship program,"123,800"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Stellenbosch University,"Matieland, South Africa",To support graduate and postdoctoral fellowships in the humanities and social sciences for students from disadvantaged backgrounds,"800,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Stellenbosch University,"Matieland, South Africa",To support strengthening the university's research culture through the engagement of senior research scholars,"750,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,"Sterling and Francine Clark Art Institute, Inc.","Williamstown, Massachusetts",To support activities to strengthen scholarship in art history,"555,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Swarthmore College,"Swarthmore, Pennsylvania",To support the Mellon Mays Undergraduate Fellowship program,"123,800"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Swarthmore College,"Swarthmore, Pennsylvania",To support presidential initiatives,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Sweet Briar College,"Sweet Briar, Virginia",To support presidential initiatives,"50,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Syracuse University,"Syracuse, New York",To support the continuation of joint working groups in humanities fields in which three New York universities have complementary strengths,"60,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Tougaloo College,"Tougaloo, Mississippi",To support the continuation of an honors program,"500,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Tougaloo College,"Tougaloo, Mississippi",To support planning for globalization curriculum development,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,Trinity University,"San Antonio, Texas",To support presidential initiatives,"100,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,"United Negro College Fund, Inc.","Fairfax, Virginia",To renew support for a faculty career enhancement program that would provide opportunities to improve teaching and learning and advance faculty research,"1,475,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support a dissertation seminar in the humanities,"202,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support the retention of a full-time graduate diversity coordinator for the 2010-11 academic year,"53,100"
2010,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support an Emeritus Fellowship,"47,000"
2010,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support the Mellon Mays Undergraduate Fellowship program,"22,500"
2010,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Davis,"Davis, California",To support four new research initiatives in the humanities,"1,485,000"
