year,category,recipient,location,grant_description,award_amt
2002,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of California at Santa Barbara,"Santa Barbara, California",To support programs of ecosystems research and training,"30,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of Colorado at Boulder,"Boulder, Colorado",To support programs of ecosystems research and training,"260,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of Florida,"Gainesville, Florida",To support programs of ecosystems research and training,"340,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of Florida,"Gainesville, Florida",To support programs of ecosystems research and training,"300,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                   (),The University of Fort Hare,"Alice, South Africa",To support ecosystems research and training,"36,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                   (),University of Maine,"Orono, Maine",To support programs of ecosystems research and training,"67,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                   (),University of Minnesota,"Minneapolis, Minnesota",To support programs of ecosystems research and training,"275,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                   (),University of Minnesota,"Minneapolis, Minnesota",To support programs of ecosystems research and training,"70,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                   (),University of Natal,"Durban, South Africa",To support programs of ecosystems research and training,"150,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                   (),University of Pennsylvania,"Philadelphia, Pennsylvania",To support programs of ecosystems research and training,"440,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                   (),University of Washington,"Seattle, Washington",To support programs of ecosystems research and training,"420,000"
2002,CONSERVATION AND THE ENVIRONMENT                                                                   (),University of Wisconsin at Madison,"Madison, Wisconsin",To support programs of ecosystems research and training,"650,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   ,Academy of Natural Sciences of Philadelphia,"Philadelphia, Pennsylvania","To support a strategic planning process that aims to strengthen the Academy's educational programs, laboratories, and overall operations","48,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   ,American Museum of Natural History,"New York, New York",To provide supplemental funding to support one short- term fellowship as part of the pilot initiative to train Chinese museum professionals,"4,293"
2002,MUSEUMS AND ART CONSERVATION                                                                   ,The Art Institute of Chicago,"Chicago, Illinois",To support the Andrew W. Mellon Postdoctoral Curatorial Fellowships,"395,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   ,Barnes Foundation,"Merion, Pennsylvania","To support a collection assessment program, research, and permanent collection preservation","300,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   ,Cleveland Museum of Art,"Cleveland, Ohio",To support a pilot program to introduce Chinese museum professionals to American museum practices,"23,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   ,Emory University,"Atlanta, Georgia",To strengthen the educational role of the Michael C. Carlos Museum's collections and programs,"475,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   ,Frick Collection,"New York, New York",To establish a predoctoral curatorial fellowship program,"488,000"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),George Eastman House,"Rochester, New York",To support training in the field of photograph conservation,"1,500,000"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),George Eastman House,"Rochester, New York",To support an evaluation of the achievements and prospects of the Advanced Residency Program in Photograph Conservation,"17,200"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),Metropolitan Museum of Art,"New York, New York",To endow the position of Scientist in Charge,"1,500,000"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),Metropolitan Museum of Art,"New York, New York",To support a pilot program to introduce Chinese museum professionals to American museum practices,"100,000"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),Metropolitan Museum of Art,"New York, New York",To provide a pilot program to introduce Chinese museum professionals to American museum practices,"91,000"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),Museum Associates,"Los Angeles, California",To endow and support the position of Senior Conservation Scientist and to purchase scientific equipment,"1,860,000"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),"Museum of Fine Arts, Boston","Boston, Massachusetts",To support the purchase of scientific equipment,"362,000"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),Museum of Modern Art,"New York, New York",To support the purchase of scientific equipment,"215,000"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),Museum of Modern Art,"New York, New York","To support costs for one year of interim distribution of the MoMA Digital Design Collection by Luna Imaging, Inc. and for essential updating of catalogue data","42,500"
2002,MUSEUMS AND ART CONSERVATION                                                                 (),National Gallery of Art,"Washington, DC",To support the Andrew W. Mellon Postdoctoral Curatorial Fellowships,"475,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),Philadelphia Museum of Art,"Philadelphia, Pennsylvania",To strengthen the permanent endowment for scholarly publications,"2,500,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),Philadelphia Museum of Art,"Philadelphia, Pennsylvania",To support the Andrew W. Mellon Postdoctoral Curatorial Fellowships,"280,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),Princeton University,"Princeton, New Jersey",To strengthen the educational role of the Princeton University Art Museum's collections and programs,"700,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),Rhode Island School of Design,"Providence, Rhode Island",To support an endowment to strengthen the educational role of collections and programs,"850,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support an endowment to strengthen the educational role of collections and programs,"700,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),Smithsonian Institution,"Washington, DC",To support a pilot program to introduce Chinese museum professionals to American museum practices,"15,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),Smithsonian Institution,"Washington, DC",To support a pilot program to introduce Chinese museum professionals to American museum practices,"2,300"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),University of Delaware,"Newark, Delaware",To support training in the field of photograph conservation,"199,000"
2002,MUSEUMS AND ART CONSERVATION                                                                   (),Wadsworth Atheneum,"Hartford, Connecticut",To support the endowment of the position of Senior Curator of European Painting and Sculpture,"1,250,000"
2002,MUSEUMS AND ART CONSERVATION                                                                  (),"Walters Art Gallery Endowment Foundation, Inc.","Baltimore, Maryland",To support the position of Conservation Scientist,"955,000"
2002,MUSEUMS AND ART CONSERVATION                                                                  (),Worcester Art Museum,"Worcester, Massachusetts",To support the purchase of scientific equipment,"350,000"
2002,MUSEUMS AND ART CONSERVATION                                                                  (),Yale University,"New Haven, Connecticut",To support the publication of the Yale University Art Gallery's Early Italian Painting: Approaches to Conservation resulting from the symposium held in April 2002,"17,000"
2002,PERFORMING ARTS,"Actors Theatre of Louisville, Inc.","Louisville, Kentucky",To support artistic initiatives and organizational development,"100,000"
2002,PERFORMING ARTS,"American Repertory Theatre Company, Inc.","Cambridge, Massachusetts",To support artistic initiatives and organizational development,"400,000"
2002,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support costs of a planning study on conductor training and residencies,"25,000"
2002,PERFORMING ARTS,"Appalshop, Inc.","Whitesburg, Kentucky",To support artistic initiatives and organizational development,"250,000"
2002,PERFORMING ARTS,"Ballet Theatre Foundation, Inc.","New York, New York",To support the creation of new work,"1,200,000"
2002,PERFORMING ARTS,"Bang On A Can, Inc.","New York, New York",To support the Bang On A Can Summer Institute of Music,"150,000"
2002,PERFORMING ARTS,"The Vivian Beaumont Theater, Inc.","New York, New York",To support artistic initiatives and organizational development,"400,000"
2002,PERFORMING ARTS,Berkeley Repertory Theatre,"Berkeley, California",To support artistic initiatives and organizational development,"300,000"
2002,PERFORMING ARTS,"Brooklyn Philharmonic Symphony Orchestra, Inc.","Brooklyn, New York",To support programming initiatives of the 2002/03 season,"18,500"
2002,PERFORMING ARTS,Center Theatre Group of Los Angeles,"Los Angeles, California",To support artistic initiatives and organizational development,"400,000"
2002,PERFORMING ARTS,"Cornerstone Theater Company, Inc.","Los Angeles, California",To support artistic initiatives and organizational development,"300,000"
2002,PERFORMING ARTS,Creative Capital Foundation,"New York, New York",To support and enhance services to participating artists,"50,000"
2002,PERFORMING ARTS,Dance USA,"Washington, DC",To support a forum for artistic directors of major ballet companies,"16,500"
2002,PERFORMING ARTS,Di Capo Opera Theatre Corp.,"New York, New York","To support Fast Forward at Di Capo Opera, a series of concerts and semi-staged operas not yet produced by major opera companies","40,000"
2002,PERFORMING ARTS,"Eugene O'Neill Memorial Theater Center, Inc.","New York, New York",To support artistic initiatives and organizational development,"100,000"
2002,PERFORMING ARTS,"Hartford Stage Company, Inc.","Hartford, Connecticut",To support artistic initiatives and organizational development,"300,000"
2002,PERFORMING ARTS,Kansas City Symphony,"Kansas City, Missouri",To support artistic initiatives and organizational development,"850,000"
2002,PERFORMING ARTS,Kansas City Symphony,"Kansas City, Missouri",To support the research and development of the orchestra's Technology Initiative,"50,000"
2002,PERFORMING ARTS,"Manhattan Theatre Club, Inc.","New York, New York",To support artistic initiatives and organizational development,"250,000"
2002,PERFORMING ARTS,"Martha Graham Center of Contemporary Dance, Inc.","New York, New York",To support the planning activities of the Martha Graham Archive Project,"50,000"
2002,PERFORMING ARTS,"Meet the Composer, Inc.","New York, New York",To support artistic initiatives and organizational development,"1,500,000"
2002,PERFORMING ARTS,Musical Arts Association,"Cleveland, Ohio",To support artistic initiatives and organizational development,"800,000"
2002,PERFORMING ARTS,New Jersey Symphony Orchestra,"Newark, New Jersey",To support artistic initiatives and organizational development,"850,000"
2002,PERFORMING ARTS,New York Shakespeare Festival,"New York, New York",To support artistic initiatives and organizational development,"300,000"
2002,PERFORMING ARTS,"Perseverance Theatre, Inc.","Douglas, Alaska",To support artistic initiatives and organizational development,"200,000"
2002,PERFORMING ARTS,"Roundabout Theatre Company, Inc.","New York, New York",To support artistic initiatives and organizational development,"400,000"
2002,PERFORMING ARTS,Seattle Repertory Theatre,"Seattle, Washington",To support artistic initiatives and organizational development,"300,000"
2002,PERFORMING ARTS,"South Coast Repertory, Inc.","Costa Mesa, California",To support artistic initiatives and organizational development,"300,000"
2002,PERFORMING ARTS,St. Louis Symphony Society,"St. Louis, Missouri",To support artistic initiatives and organizational development,"850,000"
2002,PERFORMING ARTS,Steppenwolf Theatre Company,"Chicago, Illinois",To support artistic initiatives and organizational development,"100,000"
2002,PERFORMING ARTS,Teachers College--Columbia University,"New York, New York",To support an international study of the dance field,"49,450"
2002,PERFORMING ARTS,Theatre and Arts Foundation of San Diego County,"La Jolla, California",To support artistic initiatives and organizational development,"100,000"
2002,PERFORMING ARTS,"Theatre Communications Group, Inc.","New York, New York",To support the New Generations Program,"1,800,000"
2002,PERFORMING ARTS,"Toledo Orchestra Association, Inc.","Toledo, Ohio",To support artistic initiatives and organizational development,"600,000"
2002,PERFORMING ARTS,Virginia Polytechnic Institute and State University,"Blacksburg, Virginia",To support artistic initiatives and organizational development,"2,500,000"
2002,PERFORMING ARTS,Virginia Polytechnic Institute and State University,"Blacksburg, Virginia",To support costs of the Orchestra Forum,"50,000"
2002,PERFORMING ARTS,"Washington Drama Society, Inc.","Washington, DC",To support artistic initiatives and organizational development,"300,000"
2002,PERFORMING ARTS,Washington Opera,"Washington, DC",To support the Washington Opera's production of Samuel Barber's Vanessa,"50,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,Aga Khan Foundation USA,"Washington, DC",To support a review of higher education in Pakistan,"50,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Anthropological Association,"Arlington, Virginia",To support the planning of an online information service for distributing electronic journals and related scholarly materials of interest to anthropologists,"50,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Council of Learned Societies,"New York, New York",To support the Charles A. Ryskamp Research Fellowship program for advanced junior faculty members,"1,274,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Council of Learned Societies,"New York, New York",To support the Charles A. Ryskamp Research Fellowship program for advanced junior faculty members,"1,270,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Council of Learned Societies,"New York, New York",To support an editorial project of The Correspondence of Charles Darwin,"220,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Council of Learned Societies,"New York, New York",To support the Frederick Burkhardt Residential Fellowship program for faculty members,"86,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Council of Learned Societies,"New York, New York",To support two editorial projects of The Correspondence of William James,"75,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Indian College Fund,"Denver, Colorado","To support the Fund's plan to increase the number of American Indian students pursuing graduate degrees and academic careers, and to support professional development for faculty members at tribal colleges and universities","50,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                               ,American Institute of Physics,"College Park, Maryland",To support the documentation of the history of physicists in industry,"98,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                      (),American Philosophical Society,"Philadelphia, Pennsylvania",To support a program of fellowships for mid-career college and university faculty members in the humanities and social sciences that would supplement their sabbatical salaries and permit them to spend a full year on research,"2,000,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                      (),American School of Classical Studies at Athens,"Princeton, New Jersey",To support a roundtable discussion concerning the school's libraries,"6,600"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                      (),"American University of Paris, Inc.","Paris, France",To support academic services and collaboration between its library and the American Library in Paris,"175,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                      (),"American University of Paris, Inc.","Paris, France",To support faculty development and assessment costs,"25,550"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                      (),Amherst College,"Amherst, Massachusetts",To support programs designed to increase faculty involvement in residential life,"100,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                      (),Anatolia College,"Boston, Massachusetts",To support a core library collection and faculty training in the use of information technology,"300,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                      (),Appalachian College Association,"Berea, Kentucky","To support the expansion of electronic collections, to extend development opportunities for library staff, and to fund an endowment for collection fees and library operations","1,900,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                      (),Appalachian College Association,"Berea, Kentucky",To design a plan that would centralize technological services,"200,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),ARTstor Inc.,"New York, New York","To support initial operating costs, to be paid after ARTstor achieves tax-exempt status","5,000,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Asian University for Women Support Foundation,"New York, New York",To support planning efforts to establish the Asian University for Women,"25,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),"Associated Colleges of the South, Inc.","Atlanta, Georgia",To support an evaluation of a joint distance education program in classics,"380,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),"Associated Colleges of the South, Inc.","Atlanta, Georgia",To support a collaborative environmental studies program,"230,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Association for Diplomatic Studies and Training,"Arlington, Virginia","To support the Legacy Project: Oral Histories of Minority Foreign Service and Foreign Service Officers, the first compilation of oral histories about the roles and con- tributions of minorities in the formulation, execution, and articulation of US foreign policy","40,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Association of American Colleges and Universities,"Washington, DC",To support research on how liberal arts colleges address global preparation and democratic engagement for their students,"50,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Association pour le Rayonnement des Arts asiatiques,"Paris, France",To support the completion of the digitization and documentation of the Paul Pelliot photographic collection,"285,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),"Atlanta University Center, Inc.","Atlanta, Georgia","To support two libraries serving private, historically black colleges and universities","100,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Bard College,"Annandale-on-Hudson, New York",To support the Bard-Smolny Virtual Campus project,"450,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Bard College,"Annandale-on-Hudson, New York",To support programs designed to increase faculty involvement in residential campus life,"90,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Barnard College,"New York, New York",To support programs designed to increase faculty involvement in residential campus life,"100,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Bennett College,"Greensboro, North Carolina",To support strengthening selected aspects of its programs,"200,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Berea College,"Berea, Kentucky",To support research at Berea College on the determinantsof student attrition,"38,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),Bowdoin College,"Brunswick, Maine",To support programs designed to increase faculty involvement in residential campus life,"100,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                    (),The British Library,"London, United Kingdom","To support initiatives by research libraries to develop new models for assisting scholars, and managing and disseminating scholarly information","151,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),British Museum,"London, United Kingdom",To support the digitization and documentation of Dunhuang-related objects to be included in the Mellon International Dunhuang Archive,"380,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Brown University,"Providence, Rhode Island",To support pilot projects to improve the academic support and research skills of students within institutions participating in the Mellon Minority Undergraduate Fellowship Program,"250,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support the appointment of new junior or intermediate-level faculty members in the humanities and social sciences in advance of faculty retirements,"770,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Bryn Mawr College,"Bryn Mawr, Pennsylvania",To strengthen the collaborative collection management program in the Tri-College Library Consortium (Tripod),"450,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Bryn Mawr College,"Bryn Mawr, Pennsylvania",To provide supplemental support for the,2002
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Bryn Mawr College,"Bryn Mawr, Pennsylvania","summer program, designed to prepare women for doctoral programs in mathematics","6,800"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Carnegie Endowment for International Peace,"Washington, DC",To support the junior fellows program,"500,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Center for Advanced Study in the Behavioral Sciences,"Stanford, California",To support summer institutes for young scholars,"450,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Center for Research Libraries,"Chicago, Illinois","To support catalog initiatives, distributed print archives, and cooperative collection development","510,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                     (),Center for Research Libraries,"Chicago, Illinois",To support planning for the systematic preservation of Web-based documents for scholarly researchers,"445,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                     (),Center for Research Libraries,"Chicago, Illinois",To support an international meeting to plan the initial activities of the newly established Center for South Asia Libraries,"11,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                     (),China Cultural Property Promotion Association,"Beijing, China",To support the costs of training staff of the State Admin- istration of Cultural Heritage to design and implement projects involving digital photography and computer processing of digital images at cultural sites,"14,400"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                     (),"Citizens' Scholarship Foundation of America, Inc.","St. Peter, Minnesota",To support the involvement of liberal arts colleges in programs designed to prepare low-income and minority students for higher education,"50,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                     (),Claremont Graduate University,"Claremont, California",To support an evaluation of the use of instructional tech- nologies in graduate education in the humanities,"190,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                     (),Claremont McKenna College,"Claremont, California",To support a collaborative academic computing program,"665,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                     (),Columbia University,"New York, New York",To develop computational linguistic techniques that identify and extract metadata from text sources,"542,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                     (),Committee of University Principals,"Pretoria, South Africa",To build management capacity at South African universities subject to confirmation of exempt status,"250,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Connecticut College,"New London, Connecticut",To support programs in information literacy,"660,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),The Constitutional Court Trust,"Braamfontein, South Africa",To support the establishment of the Virtual Law Library at the South African Constitutional Court,"500,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Cornell University,"Ithaca, New York","To support further development of Project Euclid, an electronic publishing initiative of the Cornell University Library in the fields of theoretical and applied mathematics","400,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Cornell University,"Ithaca, New York","To support a survey of students on the effects of the Foundation's Graduate Education Initiative, and a subsequent analysis of the data that will be collected","185,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Cornell University,"Ithaca, New York",To support a New Directions Fellowship,"171,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Cornell University,"Ithaca, New York",To support a New Directions Fellowship,"139,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Cornell University,"Ithaca, New York",To support plans to develop new models of academic support by the libraries of research universities,"120,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Cornell University,"Ithaca, New York",To support data collection activities related to the Graduate Education Initiative,"48,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Cornell University,"Ithaca, New York","To support institutional subventions provided in the New Directions Fellowships awarded to Professors Delia Graff and Annette Richards, but which were erroneously omitted from the original budget request","20,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                             (),Council of Independent Colleges,"Washington, DC",To provide support for representatives from select historically black colleges and Appalachian colleges to attend a conference on library development,"10,500"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                        (),Council on Library and Information Resources,"Washington, DC",To support higher education leaders' annual workshop on improving scholarly communications,"656,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                        (),Courtauld Institute of Art,"London, United Kingdom",To strengthen its faculty and enrich its scholarly activities,"1,400,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                        (),Dartmouth College,"Hanover, New Hampshire",To support the creation of a descriptive catalog of the Institute of Current World Affairs' archive,"18,200"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                        (),Debrecen University,"Egyetem, Hungary",To support librarians' attendance of the Foundation- sponsored Tallinn Conference on Union Catalogs,"12,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                        (),DePauw University,"Greencastle, Indiana",To support new curricular projects,"197,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                        (),Dillard University,"New Orleans, Louisiana","To support the libraries at private, historically black colleges and universities","300,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                        (),East Asian History of Science Trust,"Cambridge, United Kingdom",To support long-term fellowships for historians of science from the People's Republic of China and short-term fellowships for US scholars at the Needham Research Institute,"555,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Fisk University,"Nashville, Tennessee",To support strengthening selected aspects of its programs,"250,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),"Five Colleges, Inc.","Amherst, Massachusetts",To support the planning of an academic career network to make the institutions more attractive to dual-career couples in the academy,"600,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),"Five Colleges, Inc.","Amherst, Massachusetts",To support the Five College Center for the Study of World Languages' plan to incorporate electronic technology into two language classes,"75,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),"Five Colleges, Inc.","Amherst, Massachusetts",To support the development of a new Five College media studies center,"45,000"
2002,HIGHER EDUCATION AND SCHOLARSHIP                                                                  (),Foundation for Library and Information,"Pretoria, South Africa",To support a feasibility study by the National Library of South Africa for resource sharing among South Africa's legal deposit libraries,"25,000"
